player,total_passes,total_completed,total_uncompleted,total_percentage%,f3_passes,f3_completed,f3_uncompleted,f3_percentage%,short_passes,short_completed,short_uncompleted,short_percentage%,long_passes,long_completed,long_uncompleted,long_percentage%,average_pass_length,crosses,crosses_completed,crosses_uncompleted,crosses_percentage%,total_shot_assists,total_goal_assists,dribbles,dribbles_completed,dribbles_f3,dribbles_f3_completed,fouls_won,team,MP,competition,total_shots,onTarget,offTarget,post,blocked,goals,xG_total,onTarget_percentage%,Shot_to_goal_ratio,Shot_onTarget_to_goal_ratio,xG/shot,recoveries,duels,duels_won,fouls_committed,shot_blocked,clearances,pressure,interceptions,total_goals_against,penalty_goals_against,penalty_saves,non_penalty_goals_against,penalty_onTarget_attempts,penalty_saves_percentage%,shot_onTarget_saved,save%,save_both_hands,save_chest,save_head,save_left_foot,save_left_hand,right_foot,save_right_hand,position,group
Tomáš Pekhart,19,14,5,73.68421052631578,4,2,2,50.0,7,7,0,100.0,0,0,0,0.0,13.717791319225263,1,1,0,100.0,1,0,0,0,0,0,0,Ingolstadt,4,Germany - 1. Bundesliga,4,0,3,0,1,0,0.283998774,0.0,0.0,0.0,0.0709996935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Toni Šunjić,516,401,115,77.71317829457365,50,27,23,54.0,264,253,11,95.83333333333334,59,23,36,38.983050847457626,20.02995031139163,0,0,0,0.0,2,0,4,4,0,0,12,VfB Stuttgart,19,Germany - 1. Bundesliga,7,2,4,0,0,1,0.7898819779999999,28.57142857142857,14.285714285714285,50.0,0.11284028257142856,45,74,17,28,22,122,176,25,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Tony Jantschke,607,500,107,82.37232289950576,55,28,27,50.90909090909091,412,379,33,91.99029126213593,39,12,27,30.76923076923077,18.804336910244718,1,0,1,0.0,2,0,0,0,0,0,14,Borussia Mönchengladbach,12,Germany - 1. Bundesliga,5,2,1,0,1,0,0.211580077,40.0,0.0,0.0,0.042316015400000004,28,46,11,8,22,47,90,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Uffe Manich Bech,212,147,65,69.33962264150944,19,8,11,42.10526315789473,118,99,19,83.89830508474576,14,6,8,42.857142857142854,13.751866452341886,15,4,11,26.666666666666668,8,1,15,5,9,4,12,Hannover 96,11,Germany - 1. Bundesliga,9,3,2,1,3,1,1.0061791800000002,33.33333333333333,11.11111111111111,33.33333333333333,0.11179768666666669,27,42,3,15,21,6,185,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Uilson de Souza Paula Júnior,1285,962,323,74.86381322957199,139,91,48,65.46762589928058,679,580,99,85.41973490427098,107,45,62,42.05607476635514,16.68222362723841,54,23,31,42.592592592592595,36,3,40,17,23,11,13,Schalke 04,23,Germany - 1. Bundesliga,12,2,4,1,3,0,0.42434895499999997,16.666666666666664,0.0,0.0,0.03536241291666666,129,108,29,41,70,71,358,29,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Ulisses Alexandre Garcia Lopes,243,174,69,71.60493827160494,32,15,17,46.875,148,126,22,85.13513513513513,18,8,10,44.44444444444444,17.529282025063704,11,4,7,36.36363636363637,5,0,17,9,9,4,6,Werder Bremen,11,Germany - 1. Bundesliga,11,3,3,0,4,0,0.468996786,27.27272727272727,0.0,0.0,0.042636071454545454,41,25,10,22,14,14,127,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Valentin Stocker,212,125,87,58.9622641509434,21,5,16,23.809523809523807,108,83,25,76.85185185185185,20,6,14,30.0,16.513316849151508,15,4,11,26.666666666666668,8,0,19,8,15,5,8,Hertha Berlin,20,Germany - 1. Bundesliga,15,4,4,0,6,1,1.287724976,26.666666666666668,6.666666666666667,25.0,0.08584833173333334,36,63,10,31,26,5,293,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Valmir Sulejmani,33,20,13,60.60606060606061,6,4,2,66.66666666666666,23,18,5,78.26086956521739,0,0,0,0.0,12.874268795018182,2,0,2,0.0,0,0,4,2,3,2,3,Hannover 96,4,Germany - 1. Bundesliga,2,0,1,0,1,0,0.086160152,0.0,0.0,0.0,0.043080076,13,5,1,1,1,0,56,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Vedad Ibišević,571,392,179,68.65148861646234,83,41,42,49.39759036144578,303,235,68,77.55775577557755,24,15,9,62.5,13.678011882151313,7,1,6,14.285714285714285,17,4,33,15,19,10,43,Hertha Berlin,26,Germany - 1. Bundesliga,61,32,16,1,8,10,9.941862645,52.459016393442624,16.39344262295082,31.25,0.16298135483606557,58,158,11,48,24,14,412,5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Vladimír Darida,1710,1356,354,79.2982456140351,166,97,69,58.43373493975904,1082,985,97,91.03512014787431,171,66,105,38.59649122807017,17.092492587669472,43,6,37,13.953488372093023,33,2,25,18,11,9,56,Hertha Berlin,31,Germany - 1. Bundesliga,41,16,6,0,15,5,2.9845285926000003,39.02439024390244,12.195121951219512,31.25,0.07279338030731708,135,93,23,64,47,34,513,18,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Vladlen Yurchenko,156,124,32,79.48717948717949,34,21,13,61.76470588235294,91,84,7,92.3076923076923,26,13,13,50.0,19.06600426196769,0,0,0,0.0,3,0,0,0,0,0,3,Bayer Leverkusen,7,Germany - 1. Bundesliga,5,2,2,1,0,1,0.258645493,40.0,20.0,50.0,0.0517290986,10,19,2,9,8,5,62,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Václav Kadlec,15,13,2,86.66666666666667,2,1,1,50.0,9,9,0,100.0,0,0,0,0.0,18.875010875759997,1,0,1,0.0,0,0,2,0,1,0,3,Eintracht Frankfurt,5,Germany - 1. Bundesliga,2,0,2,0,0,0,0.35548784,0.0,0.0,0.0,0.17774392,6,7,2,5,0,0,33,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Waldemar Anton,246,187,59,76.01626016260163,29,17,12,58.620689655172406,146,128,18,87.67123287671232,30,12,18,40.0,18.32901796377073,1,0,1,0.0,1,0,2,2,0,0,5,Hannover 96,8,Germany - 1. Bundesliga,6,1,4,0,0,1,0.433833557,16.666666666666664,16.666666666666664,100.0,0.07230559283333333,41,20,7,10,15,39,105,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Wendell Nascimento Borges,1584,1201,383,75.82070707070707,190,114,76,60.0,795,704,91,88.55345911949686,165,55,110,33.33333333333333,16.70146556662591,39,8,31,20.51282051282051,18,0,39,18,24,10,42,Bayer Leverkusen,28,Germany - 1. Bundesliga,18,3,5,1,6,0,0.7436483774,16.666666666666664,0.0,0.0,0.04131379874444444,174,122,38,61,74,85,465,66,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Xabier Alonso Olano,2351,2105,246,89.53636750319014,347,259,88,74.63976945244957,1729,1662,67,96.12492770387507,214,117,97,54.67289719626168,18.72525473282885,16,3,13,18.75,39,2,5,3,2,0,40,Bayern Munich,26,Germany - 1. Bundesliga,13,5,7,1,0,0,0.4707577932,38.46153846153847,0.0,0.0,0.036212137938461536,88,91,32,40,29,35,347,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Yann Sommer,1375,961,414,69.89090909090909,80,14,66,17.5,612,610,2,99.67320261437908,559,158,401,28.264758497316638,35.07898080602304,0,0,0,0.0,0,0,0,0,0,0,2,Borussia Mönchengladbach,32,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,162,1,0,1,0,1,4,0,47,7,0,40,7,0.0,97,70.8029197080292,76,2,1,4,3,2,9,Goalkeeper,Goalkeepers
Yanni Regäsel,676,503,173,74.40828402366864,89,58,31,65.1685393258427,293,261,32,89.07849829351537,66,18,48,27.27272727272727,17.525527911151244,25,5,20,20.0,7,0,16,5,9,1,15,Eintracht Frankfurt,16,Germany - 1. Bundesliga,4,1,2,0,0,0,0.0799142687,25.0,0.0,0.0,0.019978567175,58,36,14,14,27,24,213,7,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Yannick Gerhardt,795,616,179,77.48427672955975,94,61,33,64.8936170212766,505,450,55,89.10891089108911,56,18,38,32.142857142857146,18.36836756996649,24,7,17,29.166666666666668,18,4,43,22,22,11,52,FC Köln,29,Germany - 1. Bundesliga,25,8,11,0,3,2,1.918404534,32.0,8.0,25.0,0.07673618136,113,98,33,34,48,25,554,25,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Yoshinori Muto,265,182,83,68.67924528301886,25,12,13,48.0,169,129,40,76.33136094674556,12,6,6,50.0,12.71953462893283,14,8,6,57.14285714285714,10,2,39,19,27,13,25,FSV Mainz 05,20,Germany - 1. Bundesliga,32,17,8,1,6,7,7.727483362,53.125,21.875,41.17647058823529,0.2414838550625,43,116,19,45,29,3,414,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Younès Belhanda,408,321,87,78.67647058823529,43,26,17,60.46511627906976,290,253,37,87.24137931034483,31,16,15,51.61290322580645,15.028656497408823,6,2,4,33.33333333333333,19,1,32,17,17,9,14,Schalke 04,15,Germany - 1. Bundesliga,13,7,4,1,1,2,1.136861698,53.84615384615385,15.384615384615385,28.57142857142857,0.08745089984615384,55,37,20,16,26,5,204,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Yunus Mallı,873,620,253,71.01947308132875,97,58,39,59.79381443298969,555,459,96,82.70270270270271,36,15,21,41.66666666666667,14.748726348872989,32,10,22,31.25,38,4,109,49,66,27,47,FSV Mainz 05,34,Germany - 1. Bundesliga,63,27,14,1,20,11,8.9353958585,42.857142857142854,17.46031746031746,40.74074074074074,0.14183168029365079,108,66,9,21,49,6,485,7,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Yūya Ōsako,487,366,121,75.15400410677618,76,46,30,60.526315789473685,286,251,35,87.76223776223776,40,25,15,62.5,16.858670029126078,23,9,14,39.130434782608695,17,0,28,18,19,12,42,FC Köln,25,Germany - 1. Bundesliga,31,8,13,0,8,1,3.661978607,25.806451612903224,3.225806451612903,12.5,0.11812834216129033,68,77,14,31,11,11,312,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Zlatko Junuzović,1071,679,392,63.39869281045751,171,78,93,45.614035087719294,497,423,74,85.11066398390342,289,103,186,35.6401384083045,21.266320098805377,71,22,49,30.985915492957744,69,9,45,21,26,10,59,Werder Bremen,30,Germany - 1. Bundesliga,60,16,18,1,24,4,3.122863557,26.666666666666668,6.666666666666667,25.0,0.05204772595,131,113,27,54,46,14,643,21,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Zoltán Stieber,2,2,0,100.0,0,0,0,0.0,2,2,0,100.0,0,0,0,0.0,18.112531669200003,0,0,0,0.0,0,0,0,0,0,0,0,Hamburger SV,1,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Ádám Szalai,264,182,82,68.93939393939394,29,19,10,65.51724137931035,149,122,27,81.87919463087249,4,1,3,25.0,12.447379921617273,7,0,7,0.0,8,1,26,18,13,9,12,Hannover 96,16,Germany - 1. Bundesliga,20,5,10,0,5,0,2.3702891927,25.0,0.0,0.0,0.118514459635,24,52,5,22,12,3,167,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Forward,Forwards
Álvaro Domínguez Soto,302,246,56,81.45695364238411,39,11,28,28.205128205128204,184,183,1,99.45652173913044,45,12,33,26.666666666666668,23.09972379862649,0,0,0,0.0,1,0,2,1,1,0,8,Borussia Mönchengladbach,6,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13,18,4,4,5,27,29,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Änis Ben-Hatira,168,115,53,68.45238095238095,24,11,13,45.83333333333333,98,82,16,83.6734693877551,12,7,5,58.333333333333336,15.72145446870857,9,5,4,55.55555555555556,3,1,26,15,12,6,17,Eintracht Frankfurt,9,Germany - 1. Bundesliga,12,6,5,0,1,1,1.1418395946,50.0,8.333333333333332,16.666666666666664,0.09515329955,34,28,6,17,1,4,156,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Ömer Toprak,722,554,168,76.73130193905817,116,58,58,50.0,361,342,19,94.73684210526315,142,57,85,40.140845070422536,22.342279331374403,0,0,0,0.0,6,0,8,6,0,0,13,Bayer Leverkusen,19,Germany - 1. Bundesliga,11,7,3,0,0,1,1.623481716,63.63636363636363,9.090909090909092,14.285714285714285,0.1475892469090909,94,72,24,24,46,78,177,33,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Özkan Yıldırım,7,7,0,100.0,0,0,0,0.0,7,7,0,100.0,0,0,0,0.0,9.016666090148572,0,0,0,0.0,0,0,1,0,0,0,0,Werder Bremen,1,Germany - 1. Bundesliga,1,0,0,0,1,0,0.0351342,0.0,0.0,0.0,0.0351342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Ørjan Håskjold Nyland,214,93,121,43.45794392523364,96,29,67,30.208333333333332,17,16,1,94.11764705882352,186,68,118,36.55913978494624,58.046074902706536,0,0,0,0.0,0,0,0,0,0,0,0,Ingolstadt,6,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36,0,0,0,0,0,1,0,13,1,1,12,2,50.0,14,53.84615384615385,9,0,0,0,1,1,3,Goalkeeper,Goalkeepers
İlkay Gündoğan,2007,1760,247,87.69307424015945,292,217,75,74.31506849315068,1492,1409,83,94.43699731903486,131,58,73,44.274809160305345,18.191332028757667,13,3,10,23.076923076923077,20,3,66,48,23,15,51,Borussia Dortmund,25,Germany - 1. Bundesliga,50,14,18,3,15,1,3.3330828485,28.000000000000004,2.0,7.142857142857142,0.06666165697,161,47,22,31,46,15,394,39,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Łukasz Piszczek,1281,1055,226,82.35753317720531,124,90,34,72.58064516129032,847,777,70,91.73553719008265,77,31,46,40.25974025974026,16.308692615983137,34,11,23,32.35294117647059,16,3,15,9,4,0,11,Borussia Dortmund,20,Germany - 1. Bundesliga,13,2,3,1,4,0,0.659968639,15.384615384615385,0.0,0.0,0.050766818384615386,58,45,13,12,45,53,215,17,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Łukasz Załuska,32,19,13,59.375,5,2,3,40.0,1,1,0,100.0,27,15,12,55.55555555555556,51.16351172535,0,0,0,0.0,0,0,0,0,0,0,0,Darmstadt 98,1,Germany - 1. Bundesliga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,2,0,0,2,0,0.0,1,33.33333333333333,0,0,0,0,0,0,1,Goalkeeper,Goalkeepers
Aaron Mattia Tabacchi,9,6,3,66.66666666666666,0,0,0,0.0,4,4,0,100.0,1,1,0,100.0,21.567552191199997,3,0,3,0.0,1,0,0,0,0,0,0,Bologna,1,Italy - Serie A,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Abdelhamid El Kaoutari,271,223,48,82.28782287822878,36,19,17,52.77777777777778,159,152,7,95.59748427672956,28,11,17,39.285714285714285,18.349814983007825,0,0,0,0.0,2,0,4,2,0,0,5,Palermo,7,Italy - Serie A,1,1,0,0,0,1,0.19812727,100.0,100.0,100.0,0.19812727,47,27,12,3,18,23,127,10,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Abdoulay Konko,1065,817,248,76.71361502347418,147,84,63,57.14285714285714,596,543,53,91.10738255033557,111,35,76,31.53153153153153,16.383644109026704,33,7,26,21.21212121212121,7,0,32,21,17,11,10,Lazio,18,Italy - Serie A,13,1,7,0,4,0,0.4898335138,7.6923076923076925,0.0,0.0,0.03767950106153846,105,73,23,38,49,51,339,28,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Accursio Bentivegna,6,4,2,66.66666666666666,1,1,0,100.0,5,4,1,80.0,0,0,0,0.0,11.455161986759999,1,0,1,0.0,0,0,1,1,1,1,0,Palermo,1,Italy - Serie A,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Achraf Lazaar,1357,911,446,67.13338246131173,214,119,95,55.60747663551402,637,550,87,86.34222919937206,225,64,161,28.444444444444443,18.661941987050493,92,19,73,20.652173913043477,17,1,80,44,28,12,40,Palermo,30,Italy - Serie A,29,8,12,0,7,1,0.5850540001,27.586206896551722,3.4482758620689653,12.5,0.02017427586551724,213,100,39,40,88,65,457,30,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Adam Masina,1570,1161,409,73.94904458598725,190,85,105,44.73684210526316,793,706,87,89.02900378310214,156,51,105,32.69230769230769,17.112954882419817,44,14,30,31.818181818181817,22,3,53,27,30,11,32,Bologna,33,Italy - Serie A,13,2,4,0,4,2,1.573150089,15.384615384615385,15.384615384615385,100.0,0.12101154530769231,155,113,41,36,105,106,498,39,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Adem Ljajić,906,749,157,82.6710816777042,73,52,21,71.23287671232876,666,605,61,90.84084084084084,65,23,42,35.38461538461539,14.93343216171576,35,11,24,31.428571428571427,51,3,55,29,34,14,22,Inter Milan,26,Italy - Serie A,39,12,12,1,13,3,3.0500474133,30.76923076923077,7.6923076923076925,25.0,0.07820634393076924,68,23,5,7,30,9,207,5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Adriano Russo,229,175,54,76.41921397379913,22,7,15,31.818181818181817,106,102,4,96.22641509433963,43,17,26,39.53488372093023,21.459511635120002,2,1,1,50.0,5,0,0,0,0,0,4,Frosinone,10,Italy - Serie A,1,1,0,0,0,1,0.1262766,100.0,100.0,100.0,0.1262766,13,44,19,9,32,80,148,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Afriyie Acquah,702,503,199,71.65242165242165,106,62,44,58.490566037735846,420,358,62,85.23809523809524,75,32,43,42.66666666666667,18.818305216234975,39,14,25,35.8974358974359,22,3,53,28,19,10,45,Torino,29,Italy - Serie A,24,8,8,0,6,2,0.9222500709,33.33333333333333,8.333333333333332,25.0,0.0384270862875,138,61,14,48,45,18,342,16,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Albano Benjamín Bizzarri,1099,595,504,54.14012738853503,144,28,116,19.444444444444446,194,194,0,100.0,739,251,488,33.96481732070365,44.77147070176466,0,0,0,0.0,0,0,2,2,0,0,4,Chievo,35,Italy - Serie A,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,179,0,0,0,0,0,5,0,41,2,2,39,4,50.0,118,75.15923566878982,86,2,0,4,8,2,16,Goalkeeper,Goalkeepers
Alberto Brignoli,44,19,25,43.18181818181818,10,1,9,10.0,9,9,0,100.0,32,7,25,21.875,46.76642742084545,0,0,0,0.0,0,0,0,0,0,0,1,Sampdoria,1,Italy - Serie A,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,5,1,0,4,1,0.0,7,63.63636363636363,5,0,0,1,1,0,0,Goalkeeper,Goalkeepers
Alberto Facundo Costa,932,727,205,78.00429184549357,159,89,70,55.9748427672956,552,514,38,93.11594202898551,155,60,95,38.70967741935484,20.95778037866678,19,3,16,15.789473684210526,17,0,11,9,2,2,14,Fiorentina,19,Italy - Serie A,19,3,7,0,7,0,0.5768118412,15.789473684210526,0.0,0.0,0.030358517957894734,94,38,11,31,14,19,291,16,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Alberto Gilardino,539,402,137,74.58256029684601,50,22,28,44.0,305,271,34,88.85245901639345,8,4,4,50.0,10.709281402641617,8,4,4,50.0,20,1,24,9,12,4,45,Palermo,33,Italy - Serie A,49,17,18,2,8,10,8.12197113,34.69387755102041,20.408163265306122,58.82352941176471,0.16575451285714288,69,162,3,48,31,17,290,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Alberto Grassi,381,294,87,77.16535433070865,40,24,16,60.0,228,206,22,90.35087719298247,26,10,16,38.46153846153847,14.929916265600001,8,2,6,25.0,8,0,17,6,8,4,26,Atalanta,13,Italy - Serie A,16,4,8,0,3,0,0.9961642049,25.0,0.0,0.0,0.06226026280625,61,45,9,28,21,23,217,21,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Alberto Paloschi,382,243,139,63.61256544502618,39,14,25,35.8974358974359,214,172,42,80.37383177570094,14,5,9,35.714285714285715,13.200856844556817,5,1,4,20.0,9,2,26,11,13,6,23,Chievo,21,Italy - Serie A,41,17,15,0,7,8,9.464600239,41.46341463414634,19.51219512195122,47.05882352941176,0.23084390826829265,50,78,8,34,24,7,354,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Forward,Forwards
Alberto Pelagotti,181,130,51,71.8232044198895,3,0,3,0.0,80,80,0,100.0,71,21,50,29.577464788732392,33.69198754488929,0,0,0,0.0,0,0,0,0,0,0,1,Empoli,6,Italy - Serie A,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28,0,0,0,0,0,0,0,5,1,0,4,1,0.0,26,86.66666666666667,20,1,0,1,1,0,3,Goalkeeper,Goalkeepers
Aleandro Rosi,950,686,264,72.21052631578947,120,53,67,44.166666666666664,354,320,34,90.3954802259887,118,37,81,31.35593220338983,18.310035943971283,51,17,34,33.33333333333333,12,0,40,13,24,4,42,Frosinone,27,Italy - Serie A,15,5,4,0,4,0,0.7323875056,33.33333333333333,0.0,0.0,0.04882583370666667,121,73,23,66,58,97,377,27,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Alejandro Darío Gómez,1414,961,453,67.96322489391797,132,79,53,59.84848484848485,817,704,113,86.16891064871481,227,69,158,30.396475770925107,17.72142263907678,135,36,99,26.666666666666668,62,7,126,74,62,40,90,Atalanta,34,Italy - Serie A,87,27,24,0,27,7,5.957725376,31.03448275862069,8.045977011494253,25.925925925925924,0.0684796020229885,167,73,26,34,42,8,441,35,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Alejandro Miguel Rodriguez,3,1,2,33.33333333333333,0,0,0,0.0,1,0,1,0.0,0,0,0,0.0,8.8444279296,0,0,0,0.0,0,0,0,0,0,0,0,Sampdoria,6,Italy - Serie A,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Forward,Forwards
Aleksandar Tonev,270,171,99,63.33333333333333,20,9,11,45.0,162,114,48,70.37037037037037,33,14,19,42.42424242424242,16.862183453450665,26,11,15,42.30769230769231,10,1,21,13,10,6,8,Frosinone,22,Italy - Serie A,32,8,16,0,7,0,0.97437269,25.0,0.0,0.0,0.0304491465625,51,43,9,14,13,9,202,7,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Midfield,Midfielders
Aleksandar Trajkovski,553,410,143,74.14104882459313,32,19,13,59.375,366,325,41,88.79781420765028,54,16,38,29.629629629629626,15.31268757447624,46,13,33,28.26086956521739,22,1,47,24,21,8,39,Palermo,32,Italy - Serie A,39,15,13,1,9,3,2.7201598393,38.46153846153847,7.6923076923076925,20.0,0.06974768818717948,86,51,10,38,21,5,417,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Alessandro Diamanti,603,390,213,64.6766169154229,110,49,61,44.54545454545455,285,258,27,90.52631578947368,139,48,91,34.53237410071942,21.54196424879045,64,20,44,31.25,21,1,29,16,14,8,50,Atalanta,16,Italy - Serie A,24,6,7,0,8,1,1.4892472099,25.0,4.166666666666666,16.666666666666664,0.062051967079166666,59,30,7,22,11,3,162,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Alessandro Florenzi,1879,1451,428,77.2219265566791,248,153,95,61.693548387096776,935,861,74,92.08556149732621,297,140,157,47.13804713804714,19.72005211035685,83,31,52,37.34939759036144,35,3,49,23,24,11,27,AS Roma,33,Italy - Serie A,48,15,12,1,15,7,3.2580288607,31.25,14.583333333333334,46.666666666666664,0.06787560126458334,127,94,27,25,84,66,440,62,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Alessandro Frara,449,299,150,66.59242761692651,68,24,44,35.294117647058826,241,209,32,86.72199170124482,68,19,49,27.941176470588236,18.86932303242174,14,2,12,14.285714285714285,7,0,10,6,6,3,17,Frosinone,20,Italy - Serie A,12,3,3,0,5,2,1.0560061570000001,25.0,16.666666666666664,66.66666666666666,0.08800051308333334,69,41,8,15,46,25,250,7,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
Alessandro Gamberini,657,527,130,80.2130898021309,48,18,30,37.5,366,358,8,97.81420765027322,80,25,55,31.25,19.734999897035507,1,1,0,100.0,2,1,3,3,0,0,8,Chievo,22,Italy - Serie A,4,0,1,1,1,0,0.277560567,0.0,0.0,0.0,0.06939014175,62,60,13,13,62,132,189,21,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Alessandro Gazzi,608,512,96,84.21052631578947,63,39,24,61.904761904761905,340,324,16,95.29411764705881,42,22,20,52.38095238095239,19.170775778203183,1,1,0,100.0,10,0,4,3,0,0,8,Torino,15,Italy - Serie A,2,1,0,0,0,0,0.14692644,50.0,0.0,0.0,0.07346322,50,44,9,30,27,35,146,31,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Alessandro Longhi,179,130,49,72.62569832402235,24,12,12,50.0,76,73,3,96.05263157894737,23,4,19,17.391304347826086,17.402898197427486,4,0,4,0.0,1,1,1,1,0,0,2,Sassuolo,6,Italy - Serie A,1,0,1,0,0,0,0.016861618,0.0,0.0,0.0,0.016861618,15,11,2,4,5,13,29,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
