index,player,recoveries,duels,duels_won,fouls_committed,shot_blocked,clearances,pressure,interceptions,team,MP,competition
329,Manuel Rolando Iturra Urrutia,12,19,7,13,7,7,98,12,Rayo Vallecano,6,Spain - La Liga
330,Manuel Trigueros Muñoz,124,97,32,41,41,36,411,27,Villarreal,31,Spain - La Liga
331,Marc Bartra Aregall,29,19,8,3,10,25,42,12,Barcelona,13,Spain - La Liga
332,Marc-André ter Stegen,23,0,0,0,0,0,0,0,Barcelona,7,Spain - La Liga
333,Marcelo Alfonso Díaz Rojas,72,28,8,13,18,14,188,19,Celta Vigo,14,Spain - La Liga
334,Marcelo Vieira da Silva Júnior,150,87,50,21,60,23,283,69,Real Madrid,30,Spain - La Liga
335,Marco Andreolli,16,12,3,5,14,18,41,7,Sevilla,7,Spain - La Liga
336,Marco Asensio Willemsen,180,100,32,48,55,7,567,22,Espanyol,34,Spain - La Liga
337,Marcos Alberto Angeleri,35,47,10,15,15,65,119,23,Málaga,13,Spain - La Liga
338,Mariano Damián Barbosa,9,0,0,0,0,0,0,0,Villarreal,2,Spain - La Liga
339,Mariano Ferreira Filho,79,67,31,29,39,28,202,38,Sevilla,23,Spain - La Liga
340,Mario Gaspar Pérez Martínez,125,141,37,33,97,105,326,58,Villarreal,33,Spain - La Liga
341,Markel Bergara Larrañaga,72,57,30,38,20,17,289,34,Real Sociedad,20,Spain - La Liga
342,Markel Susaeta Laskurain,109,88,26,26,44,8,476,25,Athletic Club,28,Spain - La Liga
343,Martín Montoya Torralbo,50,65,17,13,27,40,242,34,Real Betis,13,Spain - La Liga
344,Mateo Kovačić,53,39,25,19,20,6,233,12,Real Madrid,25,Spain - La Liga
345,Mateo Pablo Musacchio,40,42,15,14,21,53,90,16,Villarreal,13,Spain - La Liga
346,Matheus Dória Macedo,16,19,4,8,8,31,59,16,Granada,8,Spain - La Liga
347,Mathew Ryan,38,0,0,0,0,0,1,0,Valencia,8,Spain - La Liga
348,Matías Nahuel Leiva Esquivel,51,50,14,24,22,7,216,14,Villarreal,20,Spain - La Liga
349,Mauricio Andrés Cuero Castillo,23,15,5,8,7,3,78,4,Levante UD,13,Spain - La Liga
350,Mauricio Lemos Merladet,30,28,8,12,19,32,59,20,Las Palmas,10,Spain - La Liga
351,Mauro Javier Dos Santos,108,108,34,36,41,163,275,57,Eibar,31,Spain - La Liga
352,Mehdi Lacen,197,119,55,67,46,46,664,53,Getafe,31,Spain - La Liga
353,Michael Krohn-Dehli,72,52,19,30,27,9,267,20,Sevilla,27,Spain - La Liga
354,Mickaël Ciani,4,6,3,1,1,6,16,3,Espanyol,2,Spain - La Liga
355,Miguel Filipe Nunes Cardoso,2,2,1,1,0,1,12,1,RC Deportivo La Coruña,3,Spain - La Liga
356,Miguel Torres Gómez,43,91,31,25,67,62,241,33,Málaga,23,Spain - La Liga
357,Miguel Ángel Guerrero Martín,23,87,13,49,12,7,294,9,Sporting Gijón,23,Spain - La Liga
358,Miguel Ángel Muñoz Alonso,5,9,7,1,4,9,41,8,Getafe,3,Spain - La Liga
359,Mikel Arruabarrena Aranbide,1,3,3,1,0,1,21,0,Eibar,6,Spain - La Liga
360,Mikel Balenziaga Oruesagasti,151,116,39,43,87,66,488,76,Athletic Club,34,Spain - La Liga
361,Mikel González de Martín Martínez,47,58,15,21,33,104,139,32,Real Sociedad,19,Spain - La Liga
362,Mikel Oyarzabal Ugarte,73,82,11,18,33,8,381,15,Real Sociedad,22,Spain - La Liga
363,Mikel Rico Moreno,56,39,9,12,15,7,180,15,Athletic Club,17,Spain - La Liga
364,Mikel San José Domínguez,143,141,50,61,64,58,596,69,Athletic Club,34,Spain - La Liga
365,Moisés Gómez Bordonado,63,30,11,21,16,2,210,12,Getafe,22,Spain - La Liga
366,Mubarak Wakaso,70,45,19,33,24,13,200,16,Las Palmas,19,Spain - La Liga
367,Munir El Haddadi Mohamed,27,17,4,11,16,5,128,12,Barcelona,15,Spain - La Liga
368,Nabil El Zhar,78,68,14,29,28,8,242,22,Las Palmas,30,Spain - La Liga
369,Nabil Ghilas,22,62,4,24,14,9,168,8,Levante UD,20,Spain - La Liga
370,Nauzet Alemán Viera,11,8,3,9,3,0,42,5,Las Palmas,10,Spain - La Liga
371,Nemanja Radoja,93,100,48,33,37,40,353,39,Celta Vigo,30,Spain - La Liga
372,Neymar da Silva Santos Junior,124,54,10,55,29,3,392,13,Barcelona,34,Spain - La Liga
373,Nicolás Federico López Alonso,17,11,3,4,8,1,31,1,Granada,8,Spain - La Liga
374,Nicolás Ladislao Fedor Flores,60,131,15,42,36,9,352,10,Rayo Vallecano,22,Spain - La Liga
375,Nicolás Martín Pareja,4,9,1,4,1,6,12,2,Sevilla,2,Spain - La Liga
376,Nikolaos Karabelas,4,3,1,5,2,2,20,2,Levante UD,1,Spain - La Liga
377,Nordin Amrabat,55,49,9,39,9,3,174,4,Málaga,13,Spain - La Liga
378,Ognjen Vranješ,25,51,20,32,19,54,177,27,Sporting Gijón,11,Spain - La Liga
379,Oier Olazábal Paredes,14,0,0,1,0,0,1,0,Real Sociedad,3,Spain - La Liga
380,Omar Mascarell González,94,96,23,48,62,41,444,50,Sporting Gijón,26,Spain - La Liga
381,Oriol Riera Magem,20,69,4,22,13,6,171,2,RC Deportivo La Coruña,22,Spain - La Liga
382,Pablo Daniel Piatti,49,51,15,16,31,2,258,17,Valencia,21,Spain - La Liga
383,Pablo Fornals Malla,94,58,18,16,16,14,229,24,Málaga,27,Spain - La Liga
384,Pablo Hernández Domínguez,106,75,22,17,38,16,339,28,Rayo Vallecano,27,Spain - La Liga
385,Pablo Pérez Rodríguez,27,72,13,26,9,10,169,12,Sporting Gijón,18,Spain - La Liga
386,Pablo Sarabia García,161,91,34,48,72,12,630,36,Getafe,31,Spain - La Liga
387,Papa Kouly Diop,149,170,50,89,57,63,497,74,Espanyol,30,Spain - La Liga
388,Pape Cheikh Diop Gueye,4,6,2,2,1,0,10,0,Celta Vigo,4,Spain - La Liga
389,Patrick Ebert,24,14,1,12,5,6,108,3,Rayo Vallecano,9,Spain - La Liga
390,Pau López Sabata,170,0,0,0,2,1,7,0,Espanyol,36,Spain - La Liga
391,Pedro Bigas Rigo,70,92,31,25,51,164,243,73,Las Palmas,27,Spain - La Liga
392,Pedro León Sánchez Gil,79,71,15,49,35,9,367,27,Getafe,31,Spain - La Liga
393,Pedro López Muñoz,60,45,14,26,43,36,212,33,Levante UD,17,Spain - La Liga
394,Pedro Mosquera Parada,186,189,92,87,79,72,887,69,RC Deportivo La Coruña,37,Spain - La Liga
395,Pedro Pablo Hernández,145,199,57,85,56,56,536,47,Celta Vigo,33,Spain - La Liga
396,Pedro Taunausú Domínguez Placeres,113,85,31,31,39,5,517,23,Las Palmas,27,Spain - La Liga
397,Petros Matheus dos Santos Araújo,159,132,67,64,64,37,745,45,Real Betis,30,Spain - La Liga
398,Rachid Aït-Atmane,100,61,26,29,23,8,246,26,Sporting Gijón,18,Spain - La Liga
399,Rafael Alcântara do Nascimento,12,9,4,3,7,2,48,3,Barcelona,6,Spain - La Liga
400,Rafael van der Vaart,9,11,1,4,5,0,46,3,Real Betis,7,Spain - La Liga
401,Raphaël Varane,68,64,15,24,52,127,162,47,Real Madrid,26,Spain - La Liga
402,Raúl Albentosa Redal,106,92,24,33,41,141,213,61,Málaga,29,Spain - La Liga
403,Raúl García Escudero,108,186,55,80,61,29,639,37,Athletic Club,31,Spain - La Liga
404,Raúl Lizoáin Cruz,45,0,0,0,0,0,1,0,Las Palmas,8,Spain - La Liga
405,Rene Krhin,61,69,22,27,29,55,273,38,Granada,23,Spain - La Liga
406,Ricardo Jorge Luz Horta,33,46,10,20,20,8,172,12,Málaga,17,Spain - La Liga
407,Ricardo Miguel Moreira da Costa,33,42,11,16,24,71,97,12,Granada,14,Spain - La Liga
408,Ricky van Wolfswinkel,17,61,4,21,16,7,120,8,Real Betis,17,Spain - La Liga
409,Robert Ibáñez Castro,48,25,10,8,16,5,133,6,Granada,18,Spain - La Liga
410,Roberto Antonio Correa Silva,32,20,6,11,11,9,68,7,Espanyol,7,Spain - La Liga
411,Roberto Canella Suárez,21,32,9,12,14,18,118,18,Sporting Gijón,9,Spain - La Liga
412,Roberto José Rosales Altuve,188,151,60,39,88,77,440,68,Málaga,35,Spain - La Liga
413,Roberto Lago Soto,40,53,27,26,24,35,212,35,Getafe,17,Spain - La Liga
414,Roberto Román Triguero,88,108,25,40,63,94,351,46,Rayo Vallecano,29,Spain - La Liga
415,Roberto Soldado Rillo,66,109,14,53,32,31,354,17,Villarreal,28,Spain - La Liga
416,Roberto Suárez Pier,1,1,1,0,0,0,7,2,RC Deportivo La Coruña,2,Spain - La Liga
417,Roberto Trashorras Gayoso,206,113,48,53,43,41,464,45,Rayo Vallecano,36,Spain - La Liga
418,Rodrigo Hernández Cascante,10,7,6,1,5,4,23,3,Villarreal,3,Spain - La Liga
419,Rodrigo Javier De Paul,29,17,7,9,11,3,142,8,Valencia,9,Spain - La Liga
420,Rodrigo Moreno Machado,55,56,8,17,23,6,248,20,Valencia,25,Spain - La Liga
421,Roger Martí Salvador,20,39,8,24,5,4,152,1,Levante UD,16,Spain - La Liga
422,Roque Luis Santa Cruz Cantero,9,43,3,4,4,5,64,4,Málaga,17,Spain - La Liga
423,Roque Mesa Quevedo,222,87,41,49,38,31,482,50,Las Palmas,34,Spain - La Liga
424,Rubén Blanco Veiga,33,0,0,2,0,2,1,0,Celta Vigo,8,Spain - La Liga
425,Rubén Castro Martín,105,88,3,25,21,3,240,15,Real Betis,38,Spain - La Liga
426,Rubén Duarte Sánchez,68,100,36,37,48,46,306,61,Espanyol,22,Spain - La Liga
427,Rubén García Santos,58,55,15,27,32,10,272,13,Levante UD,22,Spain - La Liga
428,Rubén Gracia Calmache,44,36,14,12,26,4,166,21,RC Deportivo La Coruña,18,Spain - La Liga
429,Rubén Iván Martínez Andrade,66,0,0,1,0,1,0,0,Levante UD,15,Spain - La Liga
430,Rubén Pardo Gutiérrez,113,60,24,28,33,13,358,36,Real Sociedad,28,Spain - La Liga
431,Rubén Rochina Naixes,198,109,38,53,42,23,495,45,Granada,35,Spain - La Liga
432,Rubén Salvador Pérez Del Mármol,157,147,69,63,78,50,658,60,Granada,31,Spain - La Liga
433,Rúben Miguel Nunes Vezo,42,54,15,21,32,56,159,37,Valencia,15,Spain - La Liga
434,Răzvan Dincă Raț,27,25,3,11,13,27,70,21,Rayo Vallecano,10,Spain - La Liga
435,Sabin Merino Zuloaga,45,61,10,12,27,6,192,8,Athletic Club,22,Spain - La Liga
436,Salvador Ruiz Rodríguez,4,2,0,2,0,2,8,2,Granada,2,Spain - La Liga
437,Salvador Sevilla López,22,17,3,5,6,2,93,4,Espanyol,15,Spain - La Liga
438,Samuel Castillejo Azuaga,108,64,18,28,64,14,447,28,Villarreal,28,Spain - La Liga
439,Samuel García Sánchez,37,55,10,28,16,3,198,4,Villarreal,16,Spain - La Liga
440,Sandro Ramírez Castillo,11,8,0,4,6,1,54,3,Barcelona,10,Spain - La Liga
441,Santiago Mina Lorenzo,57,103,16,36,38,12,408,10,Valencia,26,Spain - La Liga
442,Santiago Vergini,115,66,24,26,30,101,198,73,Getafe,26,Spain - La Liga
443,Saúl Berjón Pérez,74,68,14,29,36,8,219,18,Eibar,29,Spain - La Liga
444,Saúl Ñíguez Esclapez,129,193,58,55,80,66,629,48,Atlético Madrid,31,Spain - La Liga
445,Sebastián Carlos Cristóforo Pepe,88,97,48,53,43,17,442,31,Sevilla,21,Spain - La Liga
446,Sergi Darder Moll,3,5,1,1,0,0,14,1,Málaga,1,Spain - La Liga
447,Sergi Gómez Solà,122,118,31,33,55,144,340,83,Celta Vigo,31,Spain - La Liga
448,Sergi Roberto Carnicer,87,72,25,20,27,21,338,23,Barcelona,31,Spain - La Liga
449,Sergi Samper Montaña,2,2,0,0,0,0,11,0,Barcelona,1,Spain - La Liga
450,Sergio Asenjo Andrés,11,0,0,1,0,0,0,0,Villarreal,4,Spain - La Liga
451,Sergio Busquets i Burgos,142,149,71,40,64,67,582,38,Barcelona,35,Spain - La Liga
452,Sergio Canales Madrazo,39,39,13,17,20,1,185,7,Real Sociedad,16,Spain - La Liga
453,Sergio Enrich Ametller,95,277,32,62,41,18,573,9,Eibar,38,Spain - La Liga
454,Sergio Escudero Palomo,56,61,16,26,36,22,200,26,Sevilla,15,Spain - La Liga
455,Sergio Ezequiel Araújo,73,136,17,43,35,18,280,7,Las Palmas,30,Spain - La Liga
456,Sergio Gontán Gallardo,166,151,57,50,55,8,699,26,Eibar,29,Spain - La Liga
457,Sergio Ramos García,92,59,24,42,47,93,199,57,Real Madrid,23,Spain - La Liga
458,Sergio Rico González,159,0,0,0,3,1,4,2,Sevilla,34,Spain - La Liga
459,Sergio Álvarez Conde,136,0,0,0,0,0,3,0,Celta Vigo,31,Spain - La Liga
460,Sergio Álvarez Díaz,129,186,69,67,61,46,637,42,Sporting Gijón,27,Spain - La Liga
461,Shkodran Mustafi,141,148,53,42,70,177,358,82,Valencia,30,Spain - La Liga
462,Sidnei Rechel da Silva Júnior,156,107,39,15,39,176,221,85,RC Deportivo La Coruña,33,Spain - La Liga
463,Simone Verdi,13,7,3,15,12,0,92,4,Eibar,9,Spain - La Liga
464,Simão Mate,120,97,31,58,48,100,337,59,Levante UD,30,Spain - La Liga
465,Sofiane Feghouli,62,41,9,20,29,8,184,11,Valencia,21,Spain - La Liga
466,Stefan Savić,28,40,14,6,10,52,78,20,Atlético Madrid,12,Spain - La Liga
467,Stefan Šćepović,31,109,6,17,23,20,205,8,Getafe,34,Spain - La Liga
468,Steven N''Kemboanza Mike Christopher Nzonzi,77,76,30,37,46,51,339,22,Sevilla,28,Spain - La Liga
469,Stipe Pletikosa,8,0,0,0,0,1,0,0,RC Deportivo La Coruña,2,Spain - La Liga
470,Sérgio Paulo Barbosa Valente,71,51,18,20,23,5,178,26,Málaga,27,Spain - La Liga
471,Takashi Inui,57,67,17,24,18,2,330,20,Eibar,27,Spain - La Liga
472,Thievy Guivane Bifouma Koulossa,10,13,4,5,4,0,25,0,Granada,7,Spain - La Liga
473,Thomas Teye Partey,28,32,14,12,11,4,109,3,Atlético Madrid,13,Spain - La Liga
474,Thomas Vermaelen,19,16,4,4,8,46,31,5,Barcelona,10,Spain - La Liga
475,Théo Bongonda Mbul''Ofeko Batombo,54,38,14,23,21,9,142,8,Celta Vigo,22,Spain - La Liga
476,Tiago Cardoso Mendes,59,53,19,21,18,26,188,26,Atlético Madrid,14,Spain - La Liga
477,Tiago Manuel Dias Correia,123,91,20,37,53,38,320,25,Rayo Vallecano,34,Spain - La Liga
478,Timothée Kolodziejczak,91,75,20,32,28,89,198,46,Sevilla,29,Spain - La Liga
479,Tomás Pina Isla,99,88,33,49,35,36,312,33,Villarreal,27,Spain - La Liga
480,Toni Kroos,151,81,55,39,40,9,672,53,Real Madrid,32,Spain - La Liga
481,Uche Henry Agbo,13,13,7,12,9,8,57,10,Granada,6,Spain - La Liga
482,Vicente Guaita Panadero,174,0,0,0,1,0,2,0,Getafe,38,Spain - La Liga
483,Vicente Iborra De La Fuente,48,118,17,50,42,28,272,18,Sevilla,29,Spain - La Liga
484,Vincenzo Renato Rennella,20,25,4,8,2,2,32,0,Real Betis,6,Spain - La Liga
485,Víctor Camarasa Ferrando,130,99,30,43,30,31,462,32,Levante UD,34,Spain - La Liga
486,Víctor Casadesús Castaño,40,73,4,24,13,7,128,8,Levante UD,23,Spain - La Liga
487,Víctor Guillermo Álvarez Delgado,82,87,32,39,50,36,340,38,Espanyol,27,Spain - La Liga
488,Víctor Machín Pérez,121,102,35,60,51,14,494,20,Sevilla,28,Spain - La Liga
489,Víctor Rodríguez Romero,135,84,24,25,40,5,549,34,Getafe,33,Spain - La Liga
490,Víctor Ruíz Torre,130,87,19,37,59,163,174,84,Villarreal,35,Spain - La Liga
491,Víctor Sánchez Mata,111,156,67,75,47,24,714,46,Espanyol,29,Spain - La Liga
492,Wanderson Maciel Sousa Campos,54,33,11,22,20,7,191,10,Getafe,20,Spain - La Liga
493,Weligton Róbson Pena de Oliveira,128,94,35,35,54,159,258,64,Málaga,30,Spain - La Liga
494,Wilfried Aimeric Zahibo,13,8,1,6,4,2,24,1,Valencia,2,Spain - La Liga
495,Willian José da Silva,43,98,12,30,15,19,261,3,Las Palmas,30,Spain - La Liga
496,Xabier Etxeita Gorritxategi,69,92,24,29,58,124,264,60,Athletic Club,30,Spain - La Liga
497,Xabier Iruretagoiena Aranzamendi,22,0,0,0,0,0,2,0,Eibar,4,Spain - La Liga
498,Xabier Prieto Argarate,109,134,24,17,39,36,372,14,Real Sociedad,36,Spain - La Liga
499,Xavier Torres Buigues,32,24,5,18,13,15,111,10,Real Betis,12,Spain - La Liga
500,Yannick Ferreira Carrasco,123,64,15,36,47,10,290,25,Atlético Madrid,29,Spain - La Liga
501,Yevhen Konoplyanka,68,41,9,22,22,4,196,23,Sevilla,32,Spain - La Liga
502,Yoel Rodríguez Oterino,58,0,0,0,1,0,1,0,Rayo Vallecano,10,Spain - La Liga
503,Youssef El-Arabi,91,185,26,48,33,22,523,14,Granada,35,Spain - La Liga
504,Yuri Berchiche Izeta,90,79,29,32,52,54,294,51,Real Sociedad,21,Spain - La Liga
505,Zakaria Bakkali,21,20,6,10,8,3,100,5,Valencia,16,Spain - La Liga
506,Zouhair Feddal,100,81,22,40,46,199,210,85,Levante UD,28,Spain - La Liga
507,Álvaro Arbeloa Coca,8,16,4,7,8,11,49,6,Real Madrid,6,Spain - La Liga
508,Álvaro Cejudo Carmona,119,89,29,58,68,21,427,46,Real Betis,30,Spain - La Liga
509,Álvaro Daniel Pereira Barragán,7,26,8,8,13,20,80,12,Getafe,6,Spain - La Liga
510,Álvaro González Soberón,115,104,32,33,58,205,249,53,Espanyol,36,Spain - La Liga
511,Álvaro Medrán Just,94,72,23,36,18,22,303,26,Getafe,20,Spain - La Liga
512,Álvaro Negredo Sánchez,30,70,4,19,14,17,132,3,Valencia,25,Spain - La Liga
513,Álvaro Vadillo Cifuentes,5,4,1,0,1,0,17,0,Real Betis,3,Spain - La Liga
514,Álvaro Vázquez García,49,131,5,29,23,14,360,16,Getafe,34,Spain - La Liga
515,Ángel Domingo López Ruano,2,0,0,2,2,3,9,0,Las Palmas,3,Spain - La Liga
516,Ángel Lafita Castillo,49,52,8,35,20,13,200,13,Getafe,14,Spain - La Liga
517,Ángel Martín Correa,71,57,16,29,29,3,288,11,Atlético Madrid,26,Spain - La Liga
518,Ángel Montoro Sánchez,18,15,6,13,10,14,84,20,Las Palmas,9,Spain - La Liga
519,Ángel Trujillo Canorea,12,22,2,6,21,31,50,10,Levante UD,8,Spain - La Liga
520,Éver Maximiliano David Banega,120,71,31,31,17,7,358,21,Sevilla,25,Spain - La Liga
521,Íñigo Lekue Martínez,64,68,28,13,33,13,211,25,Athletic Club,20,Spain - La Liga
522,Íñigo Martínez Berridi,157,111,35,37,47,130,213,77,Real Sociedad,30,Spain - La Liga
523,Óliver Torres Muñoz,54,41,12,13,31,2,248,7,Atlético Madrid,21,Spain - La Liga
524,Óscar Esau Duarte Gaitán,52,43,8,23,24,82,133,29,Espanyol,14,Spain - La Liga
525,Óscar de Marcos Arana,169,141,53,40,73,64,579,81,Athletic Club,34,Spain - La Liga
