index,player,total_passes,total_completed,total_uncompleted,total_percentage%,f3_passes,f3_completed,f3_uncompleted,f3_percentage%,short_passes,short_completed,short_uncompleted,short_percentage%,long_passes,long_completed,long_uncompleted,long_percentage%,average_pass_length,crosses,crosses_completed,crosses_uncompleted,crosses_percentage%,total_shot_assists,total_goal_assists,dribbles,dribbles_completed,dribbles_f3,dribbles_f3_completed,fouls_won,team,MP,competition
20,Alejandro Arribas Garrido,1144,841,303,73.51398601398601,148,49,99,33.108108108108105,528,498,30,94.31818181818183,196,48,148,24.489795918367346,23.136669260733775,1,0,1,0.0,4,0,12,7,1,0,36,RC Deportivo La Coruña,31,Spain - La Liga
21,Alejandro Barrera García,35,24,11,68.57142857142857,3,2,1,66.66666666666666,19,16,3,84.21052631578947,1,0,1,0.0,14.288836544516572,0,0,0,0.0,0,0,1,1,1,1,0,Sporting Gijón,5,Spain - La Liga
22,Alejandro Bergantiños García,876,687,189,78.42465753424658,153,97,56,63.39869281045751,481,439,42,91.26819126819127,66,33,33,50.0,16.958876743136713,2,0,2,0.0,20,0,10,7,3,3,11,RC Deportivo La Coruña,22,Spain - La Liga
23,Alejandro Menéndez Díez,392,239,153,60.96938775510205,43,16,27,37.2093023255814,179,147,32,82.12290502793296,80,15,65,18.75,20.335262222382244,32,7,25,21.875,12,1,31,15,17,6,5,Sporting Gijón,21,Spain - La Liga
24,Aleksandar Pantić,530,338,192,63.77358490566037,82,28,54,34.146341463414636,186,163,23,87.63440860215054,107,30,77,28.037383177570092,23.113933218224147,0,0,0,0.0,1,0,3,2,1,1,1,Eibar,20,Spain - La Liga
25,Alen Halilović,885,673,212,76.045197740113,134,99,35,73.88059701492537,559,469,90,83.89982110912342,116,66,50,56.896551724137936,18.1921612291021,34,16,18,47.05882352941176,23,5,131,71,63,28,59,Sporting Gijón,36,Spain - La Liga
26,Alexis Ruano Delgado,550,435,115,79.0909090909091,63,26,37,41.269841269841265,278,264,14,94.96402877697841,111,52,59,46.846846846846844,23.797333871217162,2,0,2,0.0,6,0,8,5,1,0,8,Getafe,15,Spain - La Liga
27,Alfonso Pedraza Sag,23,14,9,60.86956521739131,0,0,0,0.0,13,10,3,76.92307692307693,1,0,1,0.0,13.076439669422609,1,0,1,0.0,1,0,5,3,3,1,1,Villarreal,2,Spain - La Liga
28,Alfred John Momar N''Diaye,1190,945,245,79.41176470588235,123,71,52,57.72357723577236,727,663,64,91.19669876203577,88,37,51,42.04545454545455,17.866563164098487,8,2,6,25.0,3,0,45,26,7,2,34,Real Betis,34,Spain - La Liga
29,Alhassane Bangoura,313,201,112,64.21725239616613,17,11,6,64.70588235294117,183,143,40,78.14207650273224,30,9,21,30.0,15.64036673774032,50,13,37,26.0,14,1,63,31,36,17,14,Rayo Vallecano,16,Spain - La Liga
30,Alphonse Areola,861,481,380,55.86527293844367,86,22,64,25.581395348837212,179,178,1,99.4413407821229,591,220,371,37.22504230118444,46.5510002331763,0,0,0,0.0,0,0,1,1,0,0,8,Villarreal,32,Spain - La Liga
31,Anaitz Arbilla Zabala,421,329,92,78.14726840855107,57,30,27,52.63157894736842,231,200,31,86.58008658008657,52,23,29,44.230769230769226,17.848532746129596,7,2,5,28.57142857142857,7,0,10,6,2,1,8,Espanyol,7,Spain - La Liga
32,Ander Capa Rodríguez,1818,1137,681,62.541254125412536,337,149,188,44.21364985163205,690,561,129,81.30434782608695,352,99,253,28.125,19.96805353311295,77,21,56,27.27272727272727,16,4,59,34,27,17,32,Eibar,36,Spain - La Liga
33,Ander Gayoso Reina,6,4,2,66.66666666666666,1,0,1,0.0,2,2,0,100.0,2,0,2,0.0,24.9620618868,0,0,0,0.0,0,0,0,0,0,0,1,Eibar,1,Spain - La Liga
34,Ander Iturraspe Derteano,417,333,84,79.85611510791367,65,37,28,56.92307692307692,216,207,9,95.83333333333334,51,23,28,45.09803921568628,18.379620642241726,6,2,4,33.33333333333333,3,1,5,2,1,0,8,Athletic Club,16,Spain - La Liga
35,Andreu Fontàs Prat,468,418,50,89.31623931623932,57,38,19,66.66666666666666,316,305,11,96.51898734177216,42,15,27,35.714285714285715,20.274274586673847,0,0,0,0.0,3,0,0,0,0,0,2,Celta Vigo,7,Spain - La Liga
36,André Filipe Tavares Gomes,1342,1081,261,80.55141579731743,211,138,73,65.40284360189574,901,789,112,87.56936736958934,99,59,40,59.59595959595959,17.213626403933045,21,8,13,38.095238095238095,23,3,113,69,51,25,55,Valencia,30,Spain - La Liga
37,Andrés Eduardo Fernández Moreno,1136,644,492,56.690140845070424,133,30,103,22.55639097744361,251,248,3,98.80478087649402,784,304,480,38.775510204081634,45.70360547246936,0,0,0,0.0,2,0,2,1,0,0,9,Granada,37,Spain - La Liga
38,Andrés Iniesta Luján,1877,1641,236,87.42674480554075,297,252,45,84.84848484848484,1278,1195,83,93.5054773082942,172,118,54,68.6046511627907,18.267553767012338,25,7,18,28.000000000000004,31,2,80,54,28,14,54,Barcelona,28,Spain - La Liga
39,Andrés Pascual Santoja,6,5,1,83.33333333333334,0,0,0,0.0,5,4,1,80.0,0,0,0,0.0,10.412326216199999,0,0,0,0.0,0,0,2,1,0,0,2,Valencia,1,Spain - La Liga
40,Antoine Griezmann,1394,1093,301,78.40746054519369,150,104,46,69.33333333333334,906,776,130,85.65121412803532,68,44,24,64.70588235294117,14.162523141329096,37,15,22,40.54054054054054,49,5,82,46,37,17,45,Atlético Madrid,38,Spain - La Liga
41,Antolín Alcáraz Viveros,262,188,74,71.7557251908397,36,10,26,27.77777777777778,117,111,6,94.87179487179486,50,15,35,30.0,21.969212951511754,3,1,2,33.33333333333333,2,0,2,2,0,0,3,Las Palmas,6,Spain - La Liga
42,Antonio Adán Garrido,1144,496,648,43.35664335664335,239,52,187,21.75732217573222,157,157,0,100.0,888,256,632,28.82882882882883,50.868717983714895,0,0,0,0.0,2,0,1,1,0,0,3,Real Betis,36,Spain - La Liga
43,Antonio Amaya Carazo,515,389,126,75.53398058252428,44,15,29,34.090909090909086,267,249,18,93.25842696629213,68,26,42,38.23529411764706,21.138886535950135,1,0,1,0.0,0,0,6,5,0,0,6,Rayo Vallecano,17,Spain - La Liga
44,Antonio Barragán Fernández,1031,800,231,77.59456838021337,116,76,40,65.51724137931035,508,464,44,91.33858267716536,99,33,66,33.33333333333333,18.058323016513743,41,8,33,19.51219512195122,8,0,24,10,9,2,23,Valencia,24,Spain - La Liga
45,Antonio García Aranda,1356,981,375,72.34513274336283,145,72,73,49.6551724137931,582,507,75,87.11340206185567,172,60,112,34.883720930232556,17.529912968014777,92,20,72,21.73913043478261,21,2,63,35,27,15,46,Levante UD,27,Spain - La Liga
46,Antonio Jesús Cotán Pérez,50,42,8,84.0,5,2,3,40.0,30,28,2,93.33333333333333,9,5,4,55.55555555555556,23.268398982235198,0,0,0,0.0,1,0,3,2,0,0,2,Sevilla,1,Spain - La Liga
47,Antonio José Raillo Arenas,113,86,27,76.10619469026548,10,3,7,30.0,59,57,2,96.61016949152543,12,4,8,33.33333333333333,21.389981752353982,0,0,0,0.0,1,0,0,0,0,0,3,Espanyol,4,Spain - La Liga
48,Antonio Manuel Luna Rodríguez,524,374,150,71.37404580152672,72,41,31,56.94444444444444,223,190,33,85.20179372197309,64,29,35,45.3125,18.906744708252823,21,6,15,28.57142857142857,4,1,11,8,2,1,8,Eibar,15,Spain - La Liga
49,Antonio Rodríguez Martínez,331,242,89,73.1117824773414,27,10,17,37.03703703703704,110,107,3,97.27272727272728,149,68,81,45.63758389261745,37.52988028716834,0,0,0,0.0,0,0,0,0,0,0,3,Rayo Vallecano,10,Spain - La Liga
50,Antonio Rukavina,645,501,144,77.67441860465117,59,32,27,54.23728813559322,317,285,32,89.90536277602523,67,24,43,35.82089552238806,17.559027020413506,12,0,12,0.0,3,0,10,5,5,1,7,Villarreal,18,Spain - La Liga
51,António Alberto Bastos Pimparel,121,87,34,71.900826446281,11,3,8,27.27272727272727,38,38,0,100.0,65,31,34,47.69230769230769,41.379910434059504,0,0,0,0.0,0,0,0,0,0,0,2,Sevilla,4,Spain - La Liga
52,Aras Özbiliz,35,20,15,57.14285714285714,4,2,2,50.0,19,17,2,89.47368421052632,7,0,7,0.0,18.880693422397712,4,1,3,25.0,2,1,2,1,2,1,2,Rayo Vallecano,3,Spain - La Liga
53,Arda Turan,624,573,51,91.82692307692307,53,45,8,84.90566037735849,481,459,22,95.42619542619542,19,16,3,84.21052631578947,13.897887521523462,7,4,3,57.14285714285714,6,3,29,22,11,6,21,Barcelona,18,Spain - La Liga
54,Aritz Aduriz Zubeldia,759,476,283,62.71409749670619,113,50,63,44.24778761061947,377,292,85,77.45358090185677,15,5,10,33.33333333333333,13.484222660830671,18,6,12,33.33333333333333,26,6,64,25,47,17,69,Athletic Club,34,Spain - La Liga
55,Aritz Elustondo Irribaria,1469,1103,366,75.08509189925118,166,84,82,50.602409638554214,727,679,48,93.39752407152683,163,49,114,30.061349693251532,18.713531592207325,57,16,41,28.07017543859649,12,0,38,20,16,7,30,Real Sociedad,31,Spain - La Liga
56,Armindo Tué Na Bangna,679,513,166,75.55228276877762,38,18,20,47.368421052631575,519,441,78,84.97109826589595,30,8,22,26.666666666666668,13.678996067668098,52,17,35,32.69230769230769,22,1,99,63,68,44,27,Real Sociedad,32,Spain - La Liga
57,Arnaldo Antonio Sanabria Ayala,624,453,171,72.59615384615384,68,23,45,33.82352941176471,402,336,66,83.5820895522388,18,7,11,38.88888888888889,13.932557526087693,10,3,7,30.0,12,1,55,28,24,11,43,Sporting Gijón,29,Spain - La Liga
58,Arthur Etienne Boka,666,505,161,75.82582582582582,92,51,41,55.434782608695656,302,262,40,86.75496688741721,67,26,41,38.80597014925373,17.028340089707026,22,5,17,22.727272727272727,5,0,29,13,14,4,19,Málaga,14,Spain - La Liga
59,Asier Illarramendi Andonegi,1838,1444,394,78.56365614798693,278,182,96,65.46762589928058,1101,1021,80,92.7338782924614,220,106,114,48.18181818181818,19.185864277953428,29,6,23,20.689655172413794,27,1,40,29,15,12,71,Real Sociedad,33,Spain - La Liga
60,Asier Riesgo Unamuno,1066,506,560,47.467166979362105,188,59,129,31.382978723404253,70,69,1,98.57142857142858,910,361,549,39.67032967032967,52.42591567830056,0,0,0,0.0,1,0,0,0,0,0,10,Eibar,34,Spain - La Liga
61,Augusto Matías Fernández,1480,1305,175,88.17567567567568,141,95,46,67.37588652482269,1102,1036,66,94.01088929219601,78,38,40,48.717948717948715,17.580956814709783,3,2,1,66.66666666666666,6,1,32,22,4,4,27,Atlético Madrid,28,Spain - La Liga
62,Aymen Abdennour,894,736,158,82.32662192393735,61,26,35,42.62295081967213,526,508,18,96.57794676806084,112,39,73,34.82142857142857,21.60708707528295,0,0,0,0.0,3,0,11,11,0,0,14,Valencia,22,Spain - La Liga
63,Aymeric Laporte,1337,1093,244,81.75018698578907,169,93,76,55.02958579881657,718,682,36,94.98607242339833,195,89,106,45.64102564102564,22.472465025535378,7,1,6,14.285714285714285,5,1,19,11,1,0,27,Athletic Club,26,Spain - La Liga
64,Aythami Artiles Oliva,1616,1344,272,83.16831683168317,135,72,63,53.333333333333336,928,897,31,96.65948275862068,204,83,121,40.68627450980392,21.64411006732292,1,1,0,100.0,4,1,6,3,2,1,17,Las Palmas,31,Spain - La Liga
65,Benoît Trémoulinas,1185,867,318,73.16455696202532,139,76,63,54.67625899280576,563,503,60,89.34280639431617,149,50,99,33.557046979865774,18.309409441097014,78,20,58,25.64102564102564,16,3,31,13,18,6,30,Sevilla,24,Spain - La Liga
66,Bernard Mensah,42,38,4,90.47619047619048,7,5,2,71.42857142857143,28,26,2,92.85714285714286,3,2,1,66.66666666666666,19.057616124685712,1,0,1,0.0,0,0,6,4,2,2,2,Getafe,8,Spain - La Liga
67,Bernardo José Espinosa Zúñiga,558,396,162,70.96774193548387,68,24,44,35.294117647058826,218,208,10,95.41284403669725,120,40,80,33.33333333333333,23.34010567641032,0,0,0,0.0,4,0,1,1,0,0,12,Sporting Gijón,16,Spain - La Liga
68,Beñat Etxebarria Urkiaga,2157,1628,529,75.47519703291609,394,252,142,63.95939086294417,1147,1056,91,92.0662598081953,470,206,264,43.829787234042556,21.60777911606587,60,15,45,25.0,59,4,47,27,12,8,69,Athletic Club,36,Spain - La Liga
69,Bojan Jokić,67,49,18,73.13432835820896,16,7,9,43.75,32,30,2,93.75,12,2,10,16.666666666666664,20.435621133460298,2,0,2,0.0,0,0,0,0,0,0,1,Villarreal,2,Spain - La Liga
70,Borja Ekiza Imaz,98,52,46,53.06122448979592,20,8,12,40.0,21,15,6,71.42857142857143,15,4,11,26.666666666666668,20.118283733431838,3,0,3,0.0,0,0,1,1,0,0,1,Eibar,4,Spain - La Liga
71,Borja Fernández Fernández,62,46,16,74.19354838709677,5,1,4,20.0,30,29,1,96.66666666666667,8,2,6,25.0,19.445995003726452,0,0,0,0.0,1,0,2,1,1,0,0,Celta Vigo,4,Spain - La Liga
72,Borja González Tomás,647,449,198,69.39721792890263,58,23,35,39.6551724137931,393,326,67,82.95165394402035,14,6,8,42.857142857142854,12.815917423987328,14,3,11,21.428571428571427,16,3,26,15,12,4,35,Eibar,36,Spain - La Liga
73,Borja Mayoral Moya,84,68,16,80.95238095238095,3,3,0,100.0,71,61,10,85.91549295774648,0,0,0,0.0,10.765776219411428,3,1,2,33.33333333333333,1,0,8,6,5,3,3,Real Madrid,6,Spain - La Liga
74,Borja Viguera Manzanares,95,68,27,71.57894736842105,10,5,5,50.0,46,41,5,89.13043478260869,3,2,1,66.66666666666666,13.90702537317221,4,0,4,0.0,2,0,8,3,8,3,4,Athletic Club,9,Spain - La Liga
75,Bruno González Cabrera,1070,847,223,79.1588785046729,79,25,54,31.645569620253166,544,524,20,96.32352941176471,132,33,99,25.0,22.686013490719628,0,0,0,0.0,0,0,15,12,3,3,15,Real Betis,32,Spain - La Liga
76,Bruno Soriano Llido,1728,1455,273,84.20138888888889,259,176,83,67.95366795366795,1146,1064,82,92.84467713787086,107,57,50,53.271028037383175,18.177941439690418,5,2,3,40.0,13,1,27,20,6,4,25,Villarreal,31,Spain - La Liga
77,Carl Medjani,511,393,118,76.90802348336595,80,30,50,37.5,267,251,16,94.00749063670412,96,36,60,37.5,23.88364053336,1,0,1,0.0,3,0,3,2,0,0,8,Levante UD,14,Spain - La Liga
78,Carles Planas Antolínez,1157,895,262,77.35522904062229,142,87,55,61.267605633802816,625,585,40,93.60000000000001,130,35,95,26.923076923076923,18.73607906927668,28,7,21,25.0,6,2,8,5,4,2,10,Celta Vigo,24,Spain - La Liga
79,Carlos Alberto Vela Garrido,1174,862,312,73.42419080068143,130,78,52,60.0,715,618,97,86.43356643356643,144,56,88,38.88888888888889,16.935289842346712,71,20,51,28.169014084507044,48,4,121,59,60,29,98,Real Sociedad,35,Spain - La Liga
80,Carlos Carbonell Gil,2,1,1,50.0,0,0,0,0.0,1,1,0,100.0,0,0,0,0.0,13.238834533199999,0,0,0,0.0,0,0,1,0,0,0,0,Valencia,1,Spain - La Liga
81,Carlos Carmona Bonet,576,394,182,68.40277777777779,82,41,41,50.0,344,286,58,83.13953488372093,53,18,35,33.9622641509434,16.228964023941252,38,10,28,26.31578947368421,19,3,42,20,15,8,21,Sporting Gijón,20,Spain - La Liga
82,Carlos Castro García,203,159,44,78.32512315270937,12,5,7,41.66666666666667,151,129,22,85.43046357615894,4,1,3,25.0,11.517509734478425,2,1,1,50.0,4,0,22,10,10,4,24,Sporting Gijón,25,Spain - La Liga
83,Carlos Fernández Luna,9,8,1,88.88888888888889,1,0,1,0.0,7,7,0,100.0,0,0,0,0.0,10.061903828399998,0,0,0,0.0,1,0,0,0,0,0,1,Sevilla,1,Spain - La Liga
84,Carlos Gurpegi Nausia,544,433,111,79.59558823529412,57,25,32,43.859649122807014,260,252,8,96.92307692307692,70,21,49,30.0,21.13693125618375,3,1,2,33.33333333333333,2,0,2,2,0,0,12,Athletic Club,15,Spain - La Liga
85,Carlos Henrique Casimiro,1056,917,139,86.83712121212122,137,89,48,64.96350364963503,646,614,32,95.04643962848297,147,99,48,67.3469387755102,20.533804773627274,2,1,1,50.0,5,2,12,9,4,3,44,Real Madrid,23,Spain - La Liga
86,Carlos Martín Vigaray,507,383,124,75.54240631163708,72,39,33,54.166666666666664,243,220,23,90.53497942386831,64,21,43,32.8125,18.760102675856096,14,2,12,14.285714285714285,7,0,23,12,8,2,10,Getafe,14,Spain - La Liga
87,Carlos Martínez Díez,353,274,79,77.62039660056658,39,25,14,64.1025641025641,182,168,14,92.3076923076923,36,14,22,38.88888888888889,17.00852456076782,17,5,12,29.411764705882355,5,1,12,8,5,2,7,Real Sociedad,9,Spain - La Liga
88,Celso Borges Mora,972,787,185,80.96707818930041,148,90,58,60.810810810810814,532,499,33,93.796992481203,76,39,37,51.31578947368421,16.50577478855185,6,2,4,33.33333333333333,19,2,18,15,6,6,21,RC Deportivo La Coruña,24,Spain - La Liga
89,Charles Días Barbosa de Oliveira,873,620,253,71.01947308132875,86,37,49,43.02325581395349,458,401,57,87.55458515283843,25,12,13,48.0,13.075951851809483,17,5,12,29.411764705882355,31,3,26,15,17,9,50,Málaga,35,Spain - La Liga
90,Charly Musonda Junior,394,284,110,72.08121827411168,38,24,14,63.1578947368421,263,220,43,83.65019011406845,38,10,28,26.31578947368421,15.76206030280203,31,5,26,16.129032258064516,11,1,90,52,51,33,57,Real Betis,16,Spain - La Liga
91,Chengdong Zhang,3,2,1,66.66666666666666,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,19.694260941599996,1,0,1,0.0,0,0,0,0,0,0,0,Rayo Vallecano,1,Spain - La Liga
92,Christian Atsu Twasam,143,112,31,78.32167832167832,12,9,3,75.0,107,89,18,83.17757009345794,9,6,3,66.66666666666666,14.119911507363357,9,2,7,22.22222222222222,6,0,23,13,16,9,10,Málaga,11,Spain - La Liga
93,Ciro Immobile,63,41,22,65.07936507936508,4,1,3,25.0,42,31,11,73.80952380952381,3,2,1,66.66666666666666,13.692514493794285,6,0,6,0.0,1,0,5,2,2,0,5,Sevilla,8,Spain - La Liga
94,Claudio Andrés Bravo Muñoz,1004,848,156,84.4621513944223,38,10,28,26.31578947368421,573,570,3,99.47643979057592,247,107,140,43.31983805668016,28.53604019417307,0,0,0,0.0,0,0,1,1,0,0,1,Barcelona,32,Spain - La Liga
95,Claudio Beauvue,134,85,49,63.43283582089553,17,8,9,47.05882352941176,70,55,15,78.57142857142857,12,4,8,33.33333333333333,15.588869741376717,11,3,8,27.27272727272727,5,0,17,10,7,4,7,Celta Vigo,10,Spain - La Liga
96,Claudio Matías Kranevitter,133,100,33,75.18796992481202,13,6,7,46.15384615384615,80,70,10,87.5,14,4,10,28.57142857142857,19.095339896753686,1,0,1,0.0,0,0,3,3,0,0,3,Atlético Madrid,8,Spain - La Liga
97,Cristiano Biraghi,1372,939,433,68.4402332361516,179,83,96,46.36871508379888,483,429,54,88.81987577639751,242,85,157,35.12396694214876,20.136680495046996,67,16,51,23.88059701492537,15,1,24,12,16,8,16,Granada,32,Spain - La Liga
98,Cristiano Piccini,843,641,202,76.0379596678529,104,58,46,55.769230769230774,415,365,50,87.95180722891565,69,23,46,33.33333333333333,16.55772552094292,34,13,21,38.23529411764706,13,0,49,26,29,14,13,Real Betis,16,Spain - La Liga
99,Cristiano Ronaldo dos Santos Aveiro,1146,878,268,76.61431064572426,82,55,27,67.07317073170732,881,740,141,83.99545970488082,28,12,16,42.857142857142854,12.818792624585088,58,21,37,36.206896551724135,34,10,95,54,69,36,48,Real Madrid,36,Spain - La Liga
100,Cédric Bakambu,515,367,148,71.26213592233009,36,20,16,55.55555555555556,337,270,67,80.1186943620178,15,4,11,26.666666666666668,12.971806578212785,23,5,18,21.73913043478261,13,3,44,25,14,9,36,Villarreal,34,Spain - La Liga
101,Damián Nicolás Suárez Suárez,1684,1279,405,75.95011876484561,293,182,111,62.116040955631405,755,663,92,87.81456953642383,215,88,127,40.93023255813954,18.335962258633455,37,13,24,35.13513513513514,25,3,51,19,20,7,35,Getafe,31,Spain - La Liga
102,Dani Castellano Betancor,1383,1110,273,80.26030368763557,130,81,49,62.30769230769231,803,733,70,91.2826899128269,81,37,44,45.67901234567901,15.884379237521387,26,7,19,26.923076923076923,11,0,58,40,18,7,50,Las Palmas,27,Spain - La Liga
103,Daniel Alves da Silva,1971,1682,289,85.33739218670725,172,143,29,83.13953488372093,1211,1129,82,93.22873658133773,169,111,58,65.68047337278107,15.736490976865387,86,26,60,30.23255813953488,18,4,51,26,18,5,24,Barcelona,29,Spain - La Liga
104,Daniel Arnaud N''Di	,227,153,74,67.40088105726872,35,17,18,48.57142857142857,152,133,19,87.5,14,2,12,14.285714285714285,15.409988057145727,12,1,11,8.333333333333332,7,0,26,17,9,6,42,Sporting Gijón,15,Spain - La Liga
105,Daniel Carvajal Ramos,1228,1065,163,86.72638436482086,82,67,15,81.70731707317073,798,752,46,94.23558897243107,84,48,36,57.14285714285714,16.221732270769643,58,30,28,51.724137931034484,28,4,43,21,23,9,29,Real Madrid,22,Spain - La Liga
106,Daniel Ceballos Fernández,1245,995,250,79.91967871485943,191,136,55,71.20418848167539,844,746,98,88.38862559241706,81,46,35,56.79012345679012,15.850156692742555,16,7,9,43.75,21,2,108,59,49,24,96,Real Betis,34,Spain - La Liga
107,Daniel Filipe Martins Carriço,499,408,91,81.76352705410822,43,20,23,46.51162790697674,290,280,10,96.55172413793103,67,29,38,43.28358208955223,21.861224284608575,1,0,1,0.0,0,1,5,3,1,1,9,Sevilla,14,Spain - La Liga
108,Daniel García Carrillo,1761,1323,438,75.12776831345826,343,181,162,52.76967930029155,756,685,71,90.60846560846561,314,145,169,46.17834394904459,22.573425446368518,11,3,8,27.27272727272727,14,0,29,18,2,0,50,Eibar,35,Spain - La Liga
109,Daniel Giménez Hernández,86,47,39,54.65116279069767,16,6,10,37.5,18,18,0,100.0,55,16,39,29.09090909090909,47.11689770533953,0,0,0,0.0,0,0,0,0,0,0,0,Real Betis,3,Spain - La Liga
110,Daniel Parejo Muñoz,1885,1537,348,81.53846153846153,261,194,67,74.32950191570882,1188,1088,100,91.58249158249158,225,113,112,50.22222222222222,19.148564164874685,31,14,17,45.16129032258064,35,5,63,36,13,4,91,Valencia,33,Spain - La Liga
111,Daniel Wass,1665,1300,365,78.07807807807808,263,173,90,65.77946768060836,1049,946,103,90.1811248808389,189,82,107,43.386243386243386,19.04695132735308,32,9,23,28.125,34,5,34,22,16,9,47,Celta Vigo,36,Spain - La Liga
112,Daniele Bonera,504,432,72,85.71428571428571,62,33,29,53.2258064516129,289,280,9,96.88581314878893,67,31,36,46.26865671641791,23.207565019335714,0,0,0,0.0,1,0,1,1,0,0,7,Villarreal,14,Spain - La Liga
113,Danilo Barbosa da Silva,502,377,125,75.0996015936255,72,41,31,56.94444444444444,311,268,43,86.17363344051448,37,21,16,56.75675675675676,17.81730241227251,1,0,1,0.0,7,0,44,26,18,9,48,Valencia,19,Spain - La Liga
114,Danilo Luiz da Silva,1491,1260,231,84.50704225352112,130,89,41,68.46153846153847,969,902,67,93.08565531475749,102,34,68,33.33333333333333,16.588913451867523,57,15,42,26.31578947368421,12,5,24,16,14,7,24,Real Madrid,24,Spain - La Liga
115,David Barral Torres,110,87,23,79.0909090909091,6,4,2,66.66666666666666,60,56,4,93.33333333333333,6,2,4,33.33333333333333,14.234331906091636,7,0,7,0.0,2,0,7,3,4,2,13,Granada,14,Spain - La Liga
116,David Carmona Sierra,36,20,16,55.55555555555556,4,2,2,50.0,18,12,6,66.66666666666666,6,0,6,0.0,21.0153729806,2,0,2,0.0,0,0,1,0,0,0,0,Sevilla,1,Spain - La Liga
117,David García Santana,981,781,200,79.61264016309887,101,48,53,47.524752475247524,516,479,37,92.82945736434108,111,35,76,31.53153153153153,19.86201949192881,8,5,3,62.5,7,1,6,3,0,0,17,Las Palmas,19,Spain - La Liga
118,David Goldar Gómez,30,12,18,40.0,9,1,8,11.11111111111111,7,7,0,100.0,13,3,10,23.076923076923077,32.14694358,0,0,0,0.0,0,0,0,0,0,0,2,Celta Vigo,1,Spain - La Liga
