index,player,total_shots,onTarget,offTarget,post,blocked,goals,xG_total,onTarget_percentage%,Shot_to_goal_ratio,Shot_onTarget_to_goal_ratio,xG/shot,team,MP,competition
162,Johannes Flum,2,0,2,0,0,0,0.108807953,0.0,0.0,0.0,0.0544039765,Eintracht Frankfurt,1,Germany - 1. Bundesliga
163,Johannes Geis,44,9,21,2,12,2,1.9641338982,20.454545454545457,4.545454545454546,22.22222222222222,0.04463940677727273,Schalke 04,18,Germany - 1. Bundesliga
164,Johannes van den Bergh,1,1,0,0,0,0,0.061435763,100.0,0.0,0.0,0.061435763,Hertha Berlin,1,Germany - 1. Bundesliga
165,John Anthony Brooks,9,3,3,1,0,1,0.8424028290000001,33.33333333333333,11.11111111111111,33.33333333333333,0.09360031433333334,Hertha Berlin,6,Germany - 1. Bundesliga
166,Jonas Hector,10,3,4,0,3,0,0.5301692095,30.0,0.0,0.0,0.053016920950000004,FC Köln,10,Germany - 1. Bundesliga
167,Jonas Hofmann,16,7,2,1,5,1,1.56877744,43.75,6.25,14.285714285714285,0.09804859,Borussia Mönchengladbach,9,Germany - 1. Bundesliga
168,Jonathan Schmid,20,11,4,1,4,4,2.5230600675,55.00000000000001,20.0,36.36363636363637,0.126153003375,Hoffenheim,11,Germany - 1. Bundesliga
169,Jonathan Tah,15,1,7,1,3,0,1.251210143,6.666666666666667,0.0,0.0,0.08341400953333333,Bayer Leverkusen,10,Germany - 1. Bundesliga
170,Joo-Ho Park,3,1,1,0,1,0,0.342518526,33.33333333333333,0.0,0.0,0.114172842,Borussia Dortmund,2,Germany - 1. Bundesliga
171,Joshua Kimmich,7,4,1,0,1,0,0.3563678712,57.14285714285714,0.0,0.0,0.05090969588571429,Bayern Munich,5,Germany - 1. Bundesliga
172,Josip Drmic,15,5,4,0,6,2,2.192036995,33.33333333333333,13.333333333333334,40.0,0.14613579966666668,Hamburger SV,10,Germany - 1. Bundesliga
173,Josuha Guilavogui,24,9,7,1,5,2,1.2503425756,37.5,8.333333333333332,22.22222222222222,0.05209760731666666,Wolfsburg,19,Germany - 1. Bundesliga
174,Joël Andre Job Matip,31,8,17,0,4,3,3.501918667,25.806451612903224,9.67741935483871,37.5,0.11296511829032257,Schalke 04,21,Germany - 1. Bundesliga
175,Juan Bernat Velasco,9,2,3,0,4,0,0.527299608,22.22222222222222,0.0,0.0,0.058588845333333334,Bayern Munich,7,Germany - 1. Bundesliga
176,Julian Baumgartlinger,13,5,2,0,2,2,1.041631044,38.46153846153847,15.384615384615385,40.0,0.08012546492307693,FSV Mainz 05,11,Germany - 1. Bundesliga
177,Julian Brandt,30,17,7,0,6,9,4.565383644,56.666666666666664,30.0,52.94117647058824,0.1521794548,Bayer Leverkusen,17,Germany - 1. Bundesliga
178,Julian Draxler,44,19,12,0,11,6,5.0453951262,43.18181818181818,13.636363636363635,31.57894736842105,0.11466807105,Wolfsburg,21,Germany - 1. Bundesliga
179,Julian Korb,5,4,1,0,0,1,0.634940482,80.0,20.0,25.0,0.1269880964,Borussia Mönchengladbach,4,Germany - 1. Bundesliga
180,Julian Schieber,2,0,0,0,0,0,0.066952823,0.0,0.0,0.0,0.0334764115,Hertha Berlin,2,Germany - 1. Bundesliga
181,Julian Weigl,9,1,6,0,2,0,0.340180925,11.11111111111111,0.0,0.0,0.03779788055555556,Borussia Dortmund,8,Germany - 1. Bundesliga
182,Jérôme Boateng,7,1,4,0,2,0,0.2331154078,14.285714285714285,0.0,0.0,0.033302201114285716,Bayern Munich,5,Germany - 1. Bundesliga
183,Jérôme Gondorf,22,7,7,0,5,3,1.723678922,31.818181818181817,13.636363636363635,42.857142857142854,0.07834904190909091,Darmstadt 98,17,Germany - 1. Bundesliga
184,Júnior Enrique Díaz Campbell,5,0,1,0,1,0,0.2201830054,0.0,0.0,0.0,0.04403660108,Darmstadt 98,4,Germany - 1. Bundesliga
185,Karim Bellarabi,72,27,20,1,17,6,5.509495304,37.5,8.333333333333332,22.22222222222222,0.07652076811111111,Bayer Leverkusen,26,Germany - 1. Bundesliga
186,Karim Onisiwo,11,5,4,1,1,1,1.5532556773000001,45.45454545454545,9.090909090909092,20.0,0.14120506157272728,FSV Mainz 05,4,Germany - 1. Bundesliga
187,Kazuki Nagasawa,1,0,1,0,0,0,0.16150597,0.0,0.0,0.0,0.16150597,FC Köln,1,Germany - 1. Bundesliga
188,Kenan Karaman,44,18,10,3,9,3,4.209687603,40.909090909090914,6.8181818181818175,16.666666666666664,0.09567471825,Hannover 96,20,Germany - 1. Bundesliga
189,Kevin De Bruyne,4,2,0,0,1,0,0.803885682,50.0,0.0,0.0,0.2009714205,Wolfsburg,2,Germany - 1. Bundesliga
190,Kevin Großkreutz,6,1,2,0,2,0,0.597467358,16.666666666666664,0.0,0.0,0.09957789299999999,VfB Stuttgart,5,Germany - 1. Bundesliga
191,Kevin Kampl,27,13,5,0,7,3,2.0033967067,48.148148148148145,11.11111111111111,23.076923076923077,0.07419987802592592,Bayer Leverkusen,15,Germany - 1. Bundesliga
192,Kevin Kuranyi,10,3,6,0,0,0,1.994143447,30.0,0.0,0.0,0.1994143447,Hoffenheim,9,Germany - 1. Bundesliga
193,Kevin Vogt,8,3,1,0,3,0,0.421697038,37.5,0.0,0.0,0.05271212975,FC Köln,6,Germany - 1. Bundesliga
194,Kevin Volland,63,22,19,1,18,8,8.8810073974,34.92063492063492,12.698412698412698,36.36363636363637,0.1409683713873016,Hoffenheim,31,Germany - 1. Bundesliga
195,Kingsley Coman,36,14,11,2,8,4,3.4927280783,38.88888888888889,11.11111111111111,28.57142857142857,0.09702022439722222,Bayern Munich,17,Germany - 1. Bundesliga
196,Klaas-Jan Huntelaar,73,26,23,2,16,12,12.66770611,35.61643835616438,16.43835616438356,46.15384615384615,0.17353022068493149,Schalke 04,26,Germany - 1. Bundesliga
197,Konstantin Engel,2,1,1,0,0,0,0.0170227746,50.0,0.0,0.0,0.0085113873,Ingolstadt,1,Germany - 1. Bundesliga
198,Konstantin Rausch,39,13,15,2,8,2,1.7054320321,33.33333333333333,5.128205128205128,15.384615384615385,0.043729026464102566,Darmstadt 98,21,Germany - 1. Bundesliga
199,Konstantinos Stafylidis,10,4,3,0,2,1,0.2715352794,40.0,10.0,25.0,0.027153527939999998,Augsburg,7,Germany - 1. Bundesliga
200,Kyriakos Papadopoulos,12,3,6,0,0,0,1.44922245,25.0,0.0,0.0,0.1207685375,Bayer Leverkusen,8,Germany - 1. Bundesliga
201,Lars Bender,11,5,2,0,3,1,0.78693441,45.45454545454545,9.090909090909092,20.0,0.07153949181818181,Bayer Leverkusen,6,Germany - 1. Bundesliga
202,Lars Edi Stindl,67,28,20,3,14,7,8.805573138,41.7910447761194,10.44776119402985,25.0,0.13142646474626865,Borussia Mönchengladbach,26,Germany - 1. Bundesliga
203,Leandro Putaro,1,1,0,0,0,0,0.20360029,100.0,0.0,0.0,0.20360029,Wolfsburg,1,Germany - 1. Bundesliga
204,Leon Aderemi Balogun,13,1,7,0,3,1,1.013230063,7.6923076923076925,7.6923076923076925,100.0,0.07794077407692307,FSV Mainz 05,11,Germany - 1. Bundesliga
205,Leon Andreasen,19,8,4,0,6,2,2.155149616,42.10526315789473,10.526315789473683,25.0,0.11342892715789474,Hannover 96,10,Germany - 1. Bundesliga
206,Leon Goretzka,37,10,19,1,7,1,2.482650907,27.027027027027028,2.7027027027027026,10.0,0.06709867316216216,Schalke 04,20,Germany - 1. Bundesliga
207,Leonardo Bittencourt,38,16,11,0,7,3,4.6082066585,42.10526315789473,7.894736842105263,18.75,0.1212685962763158,FC Köln,23,Germany - 1. Bundesliga
208,Leroy Sané,68,26,15,0,20,8,6.5954002455000005,38.23529411764706,11.76470588235294,30.76923076923077,0.09699118008088237,Schalke 04,28,Germany - 1. Bundesliga
209,Levin Mete Öztunali,24,6,9,1,6,1,1.3931818721,25.0,4.166666666666666,16.666666666666664,0.05804924467083333,Werder Bremen,15,Germany - 1. Bundesliga
210,Lewis Harry Holtby,32,10,12,0,10,3,2.63745069,31.25,9.375,30.0,0.0824203340625,Hamburger SV,22,Germany - 1. Bundesliga
211,Luc Castaignos,17,7,6,0,2,4,2.295487624,41.17647058823529,23.52941176470588,57.14285714285714,0.1350286837647059,Eintracht Frankfurt,11,Germany - 1. Bundesliga
212,Luca Caldirola,16,5,5,1,4,0,2.257958988,31.25,0.0,0.0,0.14112243675,Darmstadt 98,12,Germany - 1. Bundesliga
213,Luiz Gustavo Dias,23,8,8,2,5,1,2.34955503,34.78260869565217,4.3478260869565215,12.5,0.10215456652173913,Wolfsburg,13,Germany - 1. Bundesliga
214,Lukas Fröde,1,0,0,0,0,0,0.032750346,0.0,0.0,0.0,0.032750346,Werder Bremen,1,Germany - 1. Bundesliga
215,Lukas Hinterseer,30,11,8,0,10,6,3.8629171930000004,36.666666666666664,20.0,54.54545454545454,0.12876390643333335,Ingolstadt,19,Germany - 1. Bundesliga
216,Lukas Klünter,1,0,1,0,0,0,0.08334469,0.0,0.0,0.0,0.08334469,FC Köln,1,Germany - 1. Bundesliga
217,Lukas Rupp,39,12,9,2,11,5,3.9696050225,30.76923076923077,12.82051282051282,41.66666666666667,0.10178474416666668,VfB Stuttgart,19,Germany - 1. Bundesliga
218,László Kleinheisler,4,1,1,0,2,0,0.1614902667,25.0,0.0,0.0,0.040372566675,Werder Bremen,3,Germany - 1. Bundesliga
219,Mahmoud Dahoud,40,17,11,1,9,5,2.9666054616,42.5,12.5,29.411764705882355,0.07416513654,Borussia Mönchengladbach,19,Germany - 1. Bundesliga
220,Makoto Hasebe,7,2,3,0,2,1,0.194481564,28.57142857142857,14.285714285714285,50.0,0.02778308057142857,Eintracht Frankfurt,6,Germany - 1. Bundesliga
221,Manuel Schmiedebach,11,4,3,2,1,1,0.64198658,36.36363636363637,9.090909090909092,25.0,0.058362416363636364,Hannover 96,8,Germany - 1. Bundesliga
222,Marc Stendera,39,16,8,1,13,2,1.9629756248,41.02564102564102,5.128205128205128,12.5,0.050332708328205134,Eintracht Frankfurt,22,Germany - 1. Bundesliga
223,Marcel Hartel,4,1,1,0,2,0,0.222428895,25.0,0.0,0.0,0.05560722375,FC Köln,2,Germany - 1. Bundesliga
224,Marcel Heller,32,15,10,0,5,6,4.053550244,46.875,18.75,40.0,0.126673445125,Darmstadt 98,20,Germany - 1. Bundesliga
225,Marcel Risse,45,18,14,0,11,3,1.7591681085,40.0,6.666666666666667,16.666666666666664,0.03909262463333333,FC Köln,23,Germany - 1. Bundesliga
226,Marcel Schmelzer,21,8,8,0,5,0,0.718815869,38.095238095238095,0.0,0.0,0.0342293270952381,Borussia Dortmund,12,Germany - 1. Bundesliga
227,Marcel Schäfer,12,5,5,0,1,1,0.872811024,41.66666666666667,8.333333333333332,20.0,0.072734252,Wolfsburg,8,Germany - 1. Bundesliga
228,Marcelo Alfonso Díaz Rojas,9,3,4,1,1,0,0.24740552100000002,33.33333333333333,0.0,0.0,0.027489502333333336,Hamburger SV,6,Germany - 1. Bundesliga
229,Marcelo Antônio Guedes Filho,7,3,1,1,2,1,0.759364138,42.857142857142854,14.285714285714285,33.33333333333333,0.10848059114285714,Hannover 96,7,Germany - 1. Bundesliga
230,Marco Höger,2,0,1,0,0,0,0.106549376,0.0,0.0,0.0,0.053274688,Schalke 04,1,Germany - 1. Bundesliga
231,Marco Jhonfai Fabián De La Mora,19,4,8,0,7,0,0.87466159,21.052631578947366,0.0,0.0,0.04603482052631579,Eintracht Frankfurt,7,Germany - 1. Bundesliga
232,Marco Reus,63,29,21,1,10,12,10.4230343195,46.03174603174603,19.047619047619047,41.37931034482759,0.1654449891984127,Borussia Dortmund,26,Germany - 1. Bundesliga
233,Marco Russ,22,10,4,1,5,3,2.7499855754,45.45454545454545,13.636363636363635,30.0,0.12499934433636364,Eintracht Frankfurt,14,Germany - 1. Bundesliga
234,Marco Sailer,6,2,2,0,2,1,0.986037975,33.33333333333333,16.666666666666664,50.0,0.1643396625,Darmstadt 98,4,Germany - 1. Bundesliga
235,Mario Götze,17,12,4,0,1,3,2.653637269,70.58823529411765,17.647058823529413,25.0,0.15609630994117646,Bayern Munich,9,Germany - 1. Bundesliga
236,Mario Vrančić,14,4,3,1,5,2,1.9148757185,28.57142857142857,14.285714285714285,50.0,0.13677683703571428,Darmstadt 98,12,Germany - 1. Bundesliga
237,Marius Wolf,1,0,0,0,0,0,0.034880437,0.0,0.0,0.0,0.034880437,Hannover 96,1,Germany - 1. Bundesliga
238,Mark Uth,33,18,8,1,5,8,5.502955915,54.54545454545454,24.242424242424242,44.44444444444444,0.16675623984848487,Hoffenheim,19,Germany - 1. Bundesliga
239,Markus Feulner,13,4,4,2,3,1,0.8395287300000001,30.76923076923077,7.6923076923076925,25.0,0.06457913307692308,Augsburg,10,Germany - 1. Bundesliga
240,Markus Suttner,20,2,9,1,6,0,0.49962886019999997,10.0,0.0,0.0,0.02498144301,Ingolstadt,11,Germany - 1. Bundesliga
241,Marlon Frey,9,1,4,0,3,0,0.41198949900000004,11.11111111111111,0.0,0.0,0.045776611,Bayer Leverkusen,4,Germany - 1. Bundesliga
242,Martin Harnik,32,15,6,2,9,2,4.949108187,46.875,6.25,13.333333333333334,0.15465963084375,VfB Stuttgart,16,Germany - 1. Bundesliga
243,Martin Hinteregger,4,0,2,0,1,0,0.156502541,0.0,0.0,0.0,0.03912563525,Borussia Mönchengladbach,4,Germany - 1. Bundesliga
244,Marvin Matip,25,4,14,0,3,2,2.195298549,16.0,8.0,50.0,0.08781194196,Ingolstadt,17,Germany - 1. Bundesliga
245,Marvin Plattenhardt,14,3,5,0,5,2,0.600574663,21.428571428571427,14.285714285714285,66.66666666666666,0.04289819021428571,Hertha Berlin,13,Germany - 1. Bundesliga
246,Marvin Schulz,1,0,1,0,0,0,0.031730685,0.0,0.0,0.0,0.031730685,Borussia Mönchengladbach,1,Germany - 1. Bundesliga
247,Mathew Leckie,40,9,16,0,13,3,4.7161972919999995,22.5,7.5,33.33333333333333,0.11790493229999999,Ingolstadt,21,Germany - 1. Bundesliga
248,Mats Hummels,11,6,2,0,3,2,1.593524668,54.54545454545454,18.181818181818183,33.33333333333333,0.1448658789090909,Borussia Dortmund,10,Germany - 1. Bundesliga
249,Matthias Ginter,17,5,6,0,4,3,1.183870601,29.411764705882355,17.647058823529413,60.0,0.06963944711764705,Borussia Dortmund,13,Germany - 1. Bundesliga
250,Matthias Lehmann,14,3,2,2,5,0,0.7055658643,21.428571428571427,0.0,0.0,0.05039756173571429,FC Köln,13,Germany - 1. Bundesliga
251,Matthias Ostrzolek,12,0,9,0,3,0,0.320677102,0.0,0.0,0.0,0.026723091833333334,Hamburger SV,10,Germany - 1. Bundesliga
252,Matthias Zimmermann,1,0,1,0,0,0,0.013390083,0.0,0.0,0.0,0.013390083,VfB Stuttgart,1,Germany - 1. Bundesliga
253,Maurice Multhaup,2,0,1,0,1,0,0.31034336,0.0,0.0,0.0,0.15517168,Ingolstadt,2,Germany - 1. Bundesliga
254,Max Christiansen,17,4,4,0,7,0,0.574575217,23.52941176470588,0.0,0.0,0.03379854217647059,Ingolstadt,10,Germany - 1. Bundesliga
255,Max Kruse,61,29,15,1,11,6,6.742235693,47.540983606557376,9.836065573770492,20.689655172413794,0.11052845398360656,Wolfsburg,25,Germany - 1. Bundesliga
256,Max Meyer,46,22,9,0,15,5,4.234751043,47.82608695652174,10.869565217391305,22.727272727272727,0.0920598052826087,Schalke 04,24,Germany - 1. Bundesliga
257,Maximilian Arnold,27,11,10,0,5,3,1.6647335064,40.74074074074074,11.11111111111111,27.27272727272727,0.06165679653333333,Wolfsburg,20,Germany - 1. Bundesliga
258,Maximilian Eggestein,2,1,1,0,0,0,0.11236098,50.0,0.0,0.0,0.05618049,Werder Bremen,2,Germany - 1. Bundesliga
259,Maximilian Mittelstädt,1,0,1,0,0,0,0.03286302,0.0,0.0,0.0,0.03286302,Hertha Berlin,1,Germany - 1. Bundesliga
260,Medhi Amine El Mouttaqi Benatia,9,2,4,0,1,1,1.310529515,22.22222222222222,11.11111111111111,50.0,0.14561439055555556,Bayern Munich,5,Germany - 1. Bundesliga
261,Melvyn Lorenzen,1,1,0,0,0,0,0.05977255,100.0,0.0,0.0,0.05977255,Werder Bremen,1,Germany - 1. Bundesliga
262,Mevlüt Erdinç,7,2,4,0,1,0,1.313797473,28.57142857142857,0.0,0.0,0.18768535328571428,Hannover 96,5,Germany - 1. Bundesliga
263,Michael Gregoritsch,53,18,23,0,9,5,4.7139038146,33.9622641509434,9.433962264150944,27.77777777777778,0.08894158140754717,Hamburger SV,18,Germany - 1. Bundesliga
264,Miiko Martín Albornoz Inola,8,2,2,0,4,0,0.2104306363,25.0,0.0,0.0,0.0263038295375,Hannover 96,6,Germany - 1. Bundesliga
265,Mijat Gaćinović,3,2,0,0,1,0,0.036817178,66.66666666666666,0.0,0.0,0.012272392666666666,Eintracht Frankfurt,2,Germany - 1. Bundesliga
266,Miloš Jojić,17,9,6,0,1,2,1.196728754,52.94117647058824,11.76470588235294,22.22222222222222,0.07039580905882353,FC Köln,11,Germany - 1. Bundesliga
267,Mitchell Weiser,16,3,5,1,6,2,1.370726379,18.75,12.5,66.66666666666666,0.0856703986875,Hertha Berlin,12,Germany - 1. Bundesliga
268,Moritz Hartmann,53,29,11,1,6,12,11.037972543,54.71698113207547,22.641509433962266,41.37931034482759,0.20826363288679245,Ingolstadt,22,Germany - 1. Bundesliga
269,Moritz Leitner,6,2,1,0,3,0,0.373445837,33.33333333333333,0.0,0.0,0.06224097283333333,Borussia Dortmund,4,Germany - 1. Bundesliga
270,Mustafa Batuhan Altıntaş,1,0,0,0,1,0,0.1532866,0.0,0.0,0.0,0.1532866,Hamburger SV,1,Germany - 1. Bundesliga
271,Márcio Rafael Ferreira de Souza,10,3,2,0,5,0,0.3627670145,30.0,0.0,0.0,0.03627670145,Bayern Munich,7,Germany - 1. Bundesliga
272,Mërgim Mavraj,4,0,4,0,0,0,0.359068522,0.0,0.0,0.0,0.0897671305,FC Köln,2,Germany - 1. Bundesliga
273,Nabil Bahoui,3,1,1,0,1,0,0.145380272,33.33333333333333,0.0,0.0,0.04846009066666667,Hamburger SV,2,Germany - 1. Bundesliga
274,Nadiem Amiri,37,14,14,0,8,4,2.3202178246,37.83783783783784,10.81081081081081,28.57142857142857,0.06270858985405404,Hoffenheim,17,Germany - 1. Bundesliga
275,Neven Subotić,2,0,1,0,1,0,0.232686738,0.0,0.0,0.0,0.116343369,Borussia Dortmund,2,Germany - 1. Bundesliga
276,Nicklas Bendtner,9,2,5,0,1,2,2.003913605,22.22222222222222,22.22222222222222,100.0,0.22265706722222223,Wolfsburg,7,Germany - 1. Bundesliga
277,Nico Elvedi,3,1,0,0,2,0,0.210491462,33.33333333333333,0.0,0.0,0.07016382066666667,Borussia Mönchengladbach,3,Germany - 1. Bundesliga
278,Nico Schulz,1,0,1,0,0,0,0.08737974,0.0,0.0,0.0,0.08737974,Hertha Berlin,1,Germany - 1. Bundesliga
279,Nicolai Müller,37,18,7,0,9,9,5.425126343,48.64864864864865,24.324324324324326,50.0,0.14662503629729728,Hamburger SV,22,Germany - 1. Bundesliga
280,Niklas Stark,14,4,5,0,3,2,1.299627473,28.57142857142857,14.285714285714285,50.0,0.09283053378571428,Hertha Berlin,10,Germany - 1. Bundesliga
281,Niklas Süle,8,2,4,0,1,0,0.7058654560000001,25.0,0.0,0.0,0.08823318200000001,Hoffenheim,7,Germany - 1. Bundesliga
282,Niko Bungert,6,1,2,0,1,0,0.48874285,16.666666666666664,0.0,0.0,0.08145714166666666,FSV Mainz 05,4,Germany - 1. Bundesliga
283,Noah-Joel Sarenren-Bazee,18,4,6,0,5,0,1.4944243507,22.22222222222222,0.0,0.0,0.08302357503888888,Hannover 96,5,Germany - 1. Bundesliga
284,Nuri Şahin,4,1,2,0,1,0,0.169279965,25.0,0.0,0.0,0.04231999125,Borussia Dortmund,3,Germany - 1. Bundesliga
285,Oliver Sorg,6,0,1,0,3,0,0.194746898,0.0,0.0,0.0,0.032457816333333334,Hannover 96,5,Germany - 1. Bundesliga
286,Oscar Wendt,21,8,5,1,6,3,1.5294265978000001,38.095238095238095,14.285714285714285,37.5,0.0728298379904762,Borussia Mönchengladbach,15,Germany - 1. Bundesliga
287,Pablo Ezequiel De Blasis,30,11,8,1,6,4,3.7504812286,36.666666666666664,13.333333333333334,36.36363636363637,0.12501604095333332,FSV Mainz 05,16,Germany - 1. Bundesliga
288,Papiss Mison Djilobodji,22,10,7,1,1,2,2.4576488014,45.45454545454545,9.090909090909092,20.0,0.11171130915454545,Werder Bremen,12,Germany - 1. Bundesliga
289,Pascal Groß,68,18,21,0,28,1,2.119751317,26.47058823529412,1.4705882352941175,5.555555555555555,0.031172813485294118,Ingolstadt,29,Germany - 1. Bundesliga
290,Patrick Herrmann,13,5,5,1,2,3,1.869248781,38.46153846153847,23.076923076923077,60.0,0.14378836776923076,Borussia Mönchengladbach,8,Germany - 1. Bundesliga
291,Paul Seguin,2,2,0,0,0,0,0.211281564,100.0,0.0,0.0,0.105640782,Wolfsburg,2,Germany - 1. Bundesliga
292,Paul Verhaegh,10,7,1,0,1,6,5.1935216319999995,70.0,60.0,85.71428571428571,0.5193521632,Augsburg,7,Germany - 1. Bundesliga
293,Pavel Kadeřábek,6,2,3,0,1,0,0.345740624,33.33333333333333,0.0,0.0,0.05762343733333333,Hoffenheim,6,Germany - 1. Bundesliga
294,Paweł Olkowski,7,2,5,0,0,0,0.2510624503,28.57142857142857,0.0,0.0,0.03586606432857143,FC Köln,6,Germany - 1. Bundesliga
295,Per Ciljan Skjelbred,4,0,2,0,2,0,0.308397268,0.0,0.0,0.0,0.077099317,Hertha Berlin,4,Germany - 1. Bundesliga
296,Peter Niemeyer,29,9,11,1,7,2,2.91197572,31.03448275862069,6.896551724137931,22.22222222222222,0.10041295586206897,Darmstadt 98,14,Germany - 1. Bundesliga
297,Peter Pekarík,3,1,1,0,1,0,0.099531486,33.33333333333333,0.0,0.0,0.033177162,Hertha Berlin,3,Germany - 1. Bundesliga
298,Philip Heise,3,1,1,0,0,0,0.164327109,33.33333333333333,0.0,0.0,0.054775703,VfB Stuttgart,2,Germany - 1. Bundesliga
299,Philipp Bargfrede,12,1,7,0,4,0,0.424079176,8.333333333333332,0.0,0.0,0.03533993133333333,Werder Bremen,9,Germany - 1. Bundesliga
300,Philipp Hosiner,12,7,2,0,3,1,2.341287001,58.333333333333336,8.333333333333332,14.285714285714285,0.19510725008333332,FC Köln,9,Germany - 1. Bundesliga
301,Philipp Lahm,10,4,1,0,3,1,1.014552289,40.0,10.0,25.0,0.1014552289,Bayern Munich,7,Germany - 1. Bundesliga
302,Philipp Max,8,2,4,0,2,0,0.17940954069999998,25.0,0.0,0.0,0.022426192587499998,Augsburg,6,Germany - 1. Bundesliga
303,Philipp Ochs,5,1,1,0,3,0,0.190011691,20.0,0.0,0.0,0.0380023382,Hoffenheim,5,Germany - 1. Bundesliga
304,Phillipp Klement,1,0,0,0,1,0,0.08309721,0.0,0.0,0.0,0.08309721,FSV Mainz 05,1,Germany - 1. Bundesliga
305,Pierre Bengtsson,5,2,1,0,1,0,0.198273207,40.0,0.0,0.0,0.0396546414,FSV Mainz 05,4,Germany - 1. Bundesliga
306,Pierre-Emerick Aubameyang,117,54,35,0,22,25,27.782515689,46.15384615384615,21.367521367521366,46.2962962962963,0.23745739905128205,Borussia Dortmund,30,Germany - 1. Bundesliga
307,Pierre-Emile Højbjerg,22,9,6,0,6,0,1.257528833,40.909090909090914,0.0,0.0,0.057160401500000006,Schalke 04,15,Germany - 1. Bundesliga
308,Pierre-Michel Lasogga,52,15,24,0,11,8,7.7838818638000005,28.846153846153843,15.384615384615385,53.333333333333336,0.1496900358423077,Hamburger SV,21,Germany - 1. Bundesliga
309,Piotr Trochowski,6,1,3,0,2,0,0.276811534,16.666666666666664,0.0,0.0,0.04613525566666667,Augsburg,2,Germany - 1. Bundesliga
310,Pirmin Schwegler,7,2,1,0,4,0,0.451677377,28.57142857142857,0.0,0.0,0.06452533957142857,Hoffenheim,5,Germany - 1. Bundesliga
311,Raffael Caetano de Araújo,71,35,13,3,18,13,7.982204938,49.29577464788733,18.30985915492958,37.142857142857146,0.11242542166197182,Borussia Mönchengladbach,28,Germany - 1. Bundesliga
312,Ragnar Klavan,9,4,2,0,2,0,0.848730291,44.44444444444444,0.0,0.0,0.09430336566666667,Augsburg,9,Germany - 1. Bundesliga
313,Raúl Marcelo Bobadilla,61,23,18,1,16,4,5.8314630171,37.704918032786885,6.557377049180328,17.391304347826086,0.09559775437868852,Augsburg,20,Germany - 1. Bundesliga
314,Ricardo Iván Rodríguez Araya,26,9,9,0,8,2,1.9181391907,34.61538461538461,7.6923076923076925,22.22222222222222,0.07377458425769232,Wolfsburg,17,Germany - 1. Bundesliga
315,Robbie Kruse,7,1,4,0,2,0,0.5415234210000001,14.285714285714285,0.0,0.0,0.07736048871428572,Bayer Leverkusen,7,Germany - 1. Bundesliga
316,Robert Bauer,5,1,3,0,1,1,0.106283668,20.0,20.0,100.0,0.0212567336,Ingolstadt,5,Germany - 1. Bundesliga
317,Robert Lewandowski,149,72,34,4,27,30,24.518962739,48.322147651006716,20.13422818791946,41.66666666666667,0.16455679690604028,Bayern Munich,31,Germany - 1. Bundesliga
318,Roberto Hilbert,4,1,1,0,1,0,0.14839138899999998,25.0,0.0,0.0,0.037097847249999996,Bayer Leverkusen,3,Germany - 1. Bundesliga
319,Robin Knoche,3,1,0,0,0,1,0.8349329050000001,33.33333333333333,33.33333333333333,100.0,0.27831096833333335,Wolfsburg,3,Germany - 1. Bundesliga
320,Roel Brouwers,1,0,0,0,0,0,0.08036541,0.0,0.0,0.0,0.08036541,Borussia Mönchengladbach,1,Germany - 1. Bundesliga
321,Roger de Oliveira Bernardo,16,4,5,0,5,1,0.6693366195,25.0,6.25,25.0,0.04183353871875,Ingolstadt,10,Germany - 1. Bundesliga
322,Romain Brégerie,15,1,6,0,3,0,1.012296927,6.666666666666667,0.0,0.0,0.0674864618,Ingolstadt,11,Germany - 1. Bundesliga
323,Roman Neustädter,11,2,3,0,2,0,0.760804573,18.181818181818183,0.0,0.0,0.06916405209090909,Schalke 04,10,Germany - 1. Bundesliga
324,Ronaldo Aparecido Rodrigues,50,11,23,0,11,0,2.2153566455,22.0,0.0,0.0,0.04430713291,Wolfsburg,21,Germany - 1. Bundesliga
325,Ronny Heberson Furtado de Araújo,2,1,1,0,0,0,0.082316365,50.0,0.0,0.0,0.0411581825,Hertha Berlin,1,Germany - 1. Bundesliga
326,Roy Beerens,1,0,0,0,0,0,0.022665575,0.0,0.0,0.0,0.022665575,Hertha Berlin,1,Germany - 1. Bundesliga
327,Salif Sané,36,8,10,1,15,2,1.7940420401,22.22222222222222,5.555555555555555,25.0,0.04983450111388889,Hannover 96,18,Germany - 1. Bundesliga
328,Salomon Armand Magloire Kalou,55,23,15,2,13,14,9.34937935,41.81818181818181,25.454545454545453,60.86956521739131,0.16998871545454544,Hertha Berlin,28,Germany - 1. Bundesliga
329,Sambou Yatabaré,8,2,2,0,1,1,1.2402513585,25.0,12.5,50.0,0.1550314198125,Werder Bremen,5,Germany - 1. Bundesliga
330,Sandro Wagner,87,31,31,0,12,14,13.011849658300001,35.63218390804598,16.091954022988507,45.16129032258064,0.14956149032528737,Darmstadt 98,29,Germany - 1. Bundesliga
331,Santiago García,14,1,6,0,7,0,0.9397520515,7.142857142857142,0.0,0.0,0.06712514653571429,Werder Bremen,14,Germany - 1. Bundesliga
332,Sascha Mölders,2,0,0,1,1,0,0.13566503600000002,0.0,0.0,0.0,0.06783251800000001,Augsburg,1,Germany - 1. Bundesliga
