index,player,total_passes,total_completed,total_uncompleted,total_percentage%,f3_passes,f3_completed,f3_uncompleted,f3_percentage%,short_passes,short_completed,short_uncompleted,short_percentage%,long_passes,long_completed,long_uncompleted,long_percentage%,average_pass_length,crosses,crosses_completed,crosses_uncompleted,crosses_percentage%,total_shot_assists,total_goal_assists,dribbles,dribbles_completed,dribbles_f3,dribbles_f3_completed,fouls_won,team,MP,competition
32,Arjen Robben,620,495.0,125,79.83870967741935,36,24,12,66.66666666666666,419,371,48,88.54415274463007,41,20,21,48.78048780487805,15.670901299346712,26,9,17,34.61538461538461,24,1,34,19,24,13,15,Bayern Munich,15,Germany - 1. Bundesliga
33,Aron Jóhannsson,100,67.0,33,67.0,6,4,2,66.66666666666666,54,47,7,87.03703703703704,15,8,7,53.333333333333336,17.602431956762402,6,2,4,33.33333333333333,7,0,7,3,4,2,6,Werder Bremen,6,Germany - 1. Bundesliga
34,Artem Kravets,180,122.0,58,67.77777777777779,20,7,13,35.0,106,89,17,83.9622641509434,5,0,5,0.0,12.9919407997596,6,0,6,0.0,4,1,11,6,8,3,5,VfB Stuttgart,15,Germany - 1. Bundesliga
35,Artoms Rudņevs,163,100.0,63,61.34969325153374,24,10,14,41.66666666666667,72,58,14,80.55555555555556,6,1,5,16.666666666666664,14.108558737048345,7,2,5,28.57142857142857,4,1,10,3,6,2,5,Hamburger SV,11,Germany - 1. Bundesliga
36,Artur Sobiech,415,297.0,118,71.56626506024097,45,16,29,35.55555555555556,232,208,24,89.65517241379311,8,3,5,37.5,11.621555991791999,6,3,3,50.0,20,0,10,7,5,3,26,Hannover 96,25,Germany - 1. Bundesliga
37,Arturo Erasmo Vidal Pardo,2027,1822.0,205,89.88653182042428,211,174,37,82.46445497630332,1468,1392,76,94.82288828337875,148,96,52,64.86486486486487,18.00913937199487,21,9,12,42.857142857142854,42,5,15,9,7,6,38,Bayern Munich,30,Germany - 1. Bundesliga
38,Assani Lukimya-Mulongoti,380,266.0,114,70.0,76,32,44,42.10526315789473,166,151,15,90.96385542168674,98,39,59,39.795918367346935,25.551067102247366,0,0,0,0.0,1,0,1,0,0,0,8,Werder Bremen,12,Germany - 1. Bundesliga
39,Aytac Sulu,568,324.0,244,57.04225352112676,172,60,112,34.883720930232556,127,116,11,91.33858267716536,196,60,136,30.612244897959183,27.853183415914227,0,0,0,0.0,10,0,2,2,0,0,56,Darmstadt 98,33,Germany - 1. Bundesliga
40,Bas Dost,398,311.0,87,78.14070351758794,40,22,18,55.00000000000001,217,200,17,92.16589861751152,13,8,5,61.53846153846154,13.820514408253267,4,1,3,25.0,10,2,4,2,3,1,10,Wolfsburg,22,Germany - 1. Bundesliga
41,Bastian Oczipka,1656,1259.0,397,76.02657004830918,145,76,69,52.41379310344828,907,821,86,90.51819184123484,180,58,122,32.22222222222222,16.788075477243478,69,15,54,21.73913043478261,22,0,69,44,36,22,34,Eintracht Frankfurt,30,Germany - 1. Bundesliga
42,Benedikt Höwedes,534,457.0,77,85.58052434456928,68,46,22,67.64705882352942,345,330,15,95.65217391304348,42,20,22,47.61904761904761,19.57581785958472,5,3,2,60.0,5,0,0,0,0,0,8,Schalke 04,15,Germany - 1. Bundesliga
43,Benjamin Gorka,5,3.0,2,60.0,2,1,1,50.0,1,1,0,100.0,1,0,1,0.0,27.1595654928,0,0,0,0.0,0,0,0,0,0,0,0,Darmstadt 98,4,Germany - 1. Bundesliga
44,Benjamin Henrichs,237,169.0,68,71.30801687763713,41,19,22,46.34146341463415,102,88,14,86.27450980392157,23,5,18,21.73913043478261,17.975682523145316,0,0,0,0.0,2,1,2,2,1,1,11,Bayer Leverkusen,9,Germany - 1. Bundesliga
45,Benjamin Hübner,720,470.0,250,65.27777777777779,142,42,100,29.577464788732392,219,196,23,89.49771689497716,147,48,99,32.6530612244898,22.902242323693997,0,0,0,0.0,3,0,7,3,0,0,42,Ingolstadt,30,Germany - 1. Bundesliga
46,Bernd Leno,1092,707.0,385,64.74358974358975,203,57,146,28.078817733990146,417,415,2,99.52038369304557,596,221,375,37.080536912751676,41.35251309450527,0,0,0,0.0,2,0,0,0,0,0,3,Bayer Leverkusen,33,Germany - 1. Bundesliga
47,Borys Tashchy,52,33.0,19,63.46153846153846,6,3,3,50.0,29,23,6,79.3103448275862,0,0,0,0.0,12.087171500566154,1,0,1,0.0,1,0,2,0,2,0,4,VfB Stuttgart,9,Germany - 1. Bundesliga
48,Branimir Hrgota,39,33.0,6,84.61538461538461,1,1,0,100.0,29,25,4,86.20689655172413,0,0,0,0.0,11.726651950412307,0,0,0,0.0,0,0,6,5,5,5,4,Borussia Mönchengladbach,9,Germany - 1. Bundesliga
49,Bruno Henrique Pinto,77,53.0,24,68.83116883116884,6,2,4,33.33333333333333,43,36,7,83.72093023255815,2,1,1,50.0,15.093713288889349,6,3,3,50.0,3,1,12,5,9,3,11,Wolfsburg,7,Germany - 1. Bundesliga
50,Caiuby Francisco da Silva,771,493.0,278,63.94293125810635,112,57,55,50.89285714285714,347,288,59,82.9971181556196,48,15,33,31.25,15.405112185200311,30,9,21,30.0,33,4,75,45,37,19,39,Augsburg,26,Germany - 1. Bundesliga
51,Carlos Antonio Ascues Ávila,6,5.0,1,83.33333333333334,1,0,1,0.0,3,3,0,100.0,2,1,1,50.0,28.208708428799998,0,0,0,0.0,0,0,1,1,0,0,0,Wolfsburg,1,Germany - 1. Bundesliga
52,Carlos Armando Gruezo Arboleda,18,10.0,8,55.55555555555556,5,1,4,20.0,7,5,2,71.42857142857143,3,1,2,33.33333333333333,19.80316741924,0,0,0,0.0,0,0,0,0,0,0,0,VfB Stuttgart,2,Germany - 1. Bundesliga
53,Carlos Augusto Zambrano Ochandarte,920,767.0,153,83.36956521739131,91,48,43,52.74725274725275,560,528,32,94.28571428571428,99,35,64,35.35353535353536,20.67851362223207,0,0,0,0.0,1,0,13,12,0,0,62,Eintracht Frankfurt,24,Germany - 1. Bundesliga
54,Ceyhun Gülselam,423,308.0,115,72.81323877068559,83,43,40,51.80722891566265,218,195,23,89.44954128440367,56,26,30,46.42857142857143,19.502470383596595,4,3,1,75.0,6,1,12,8,4,2,18,Hannover 96,13,Germany - 1. Bundesliga
55,Charles Mariano Aránguiz Sandoval,224,165.0,59,73.66071428571429,25,16,9,64.0,117,100,17,85.47008547008546,40,22,18,55.00000000000001,19.491098659148573,5,1,4,20.0,4,1,2,2,0,0,14,Bayer Leverkusen,7,Germany - 1. Bundesliga
56,Charlison Benschop,74,52.0,22,70.27027027027027,8,3,5,37.5,35,30,5,85.71428571428571,1,0,1,0.0,13.787584980363244,2,0,2,0.0,1,0,0,0,0,0,2,Hannover 96,9,Germany - 1. Bundesliga
57,Christian Clemens,535,337.0,198,62.99065420560748,58,30,28,51.724137931034484,272,218,54,80.14705882352942,100,30,70,30.0,18.718081976929795,33,12,21,36.36363636363637,28,2,38,18,22,10,20,FSV Mainz 05,28,Germany - 1. Bundesliga
58,Christian Gentner,1354,993.0,361,73.33825701624815,229,135,94,58.951965065502186,730,653,77,89.45205479452055,138,56,82,40.57971014492754,17.614886106620208,33,5,28,15.151515151515152,25,2,28,20,12,8,63,VfB Stuttgart,29,Germany - 1. Bundesliga
59,Christian Mathenia,1067,431.0,636,40.393626991565135,515,167,348,32.42718446601941,41,39,2,95.1219512195122,995,368,627,36.984924623115575,59.141881885111154,0,0,0,0.0,2,0,0,0,0,0,4,Darmstadt 98,33,Germany - 1. Bundesliga
60,Christian Pulisic,190,143.0,47,75.26315789473685,9,8,1,88.88888888888889,143,123,20,86.01398601398601,10,2,8,20.0,13.448800836579789,19,5,14,26.31578947368421,7,0,19,7,12,3,10,Borussia Dortmund,9,Germany - 1. Bundesliga
61,Christian Schulz,996,821.0,175,82.429718875502,92,40,52,43.47826086956522,584,565,19,96.74657534246576,103,35,68,33.980582524271846,20.447789517503132,4,1,3,25.0,4,0,2,2,1,1,12,Hannover 96,25,Germany - 1. Bundesliga
62,Christian Träsch,1729,1363.0,366,78.8316946211683,230,142,88,61.73913043478261,908,848,60,93.3920704845815,234,92,142,39.31623931623932,19.54043791289344,82,23,59,28.04878048780488,24,1,43,23,19,5,32,Wolfsburg,29,Germany - 1. Bundesliga
63,Christoph Janker,150,124.0,26,82.66666666666667,11,5,6,45.45454545454545,84,81,3,96.42857142857143,14,6,8,42.857142857142854,21.1062494915568,0,0,0,0.0,0,0,1,0,0,0,7,Augsburg,11,Germany - 1. Bundesliga
64,Christoph Kramer,1558,1283.0,275,82.34916559691912,184,99,85,53.80434782608695,970,904,66,93.19587628865979,145,72,73,49.6551724137931,16.827704542195995,16,6,10,37.5,14,1,39,21,22,9,38,Bayer Leverkusen,28,Germany - 1. Bundesliga
65,Christoph Moritz,118,101.0,17,85.59322033898306,8,3,5,37.5,79,75,4,94.9367088607595,3,0,3,0.0,15.16634153967051,2,0,2,0.0,0,0,2,1,1,0,3,FSV Mainz 05,8,Germany - 1. Bundesliga
66,Claudio Miguel Pizarro Bossio,593,414.0,179,69.81450252951096,81,43,38,53.086419753086425,343,277,66,80.75801749271136,25,17,8,68.0,13.968141866167933,3,2,1,66.66666666666666,27,3,46,29,16,9,23,Werder Bremen,28,Germany - 1. Bundesliga
67,Cleber Janderson Pereira Reis,758,587.0,171,77.44063324538259,93,43,50,46.236559139784944,377,357,20,94.6949602122016,137,59,78,43.06569343065693,24.132281628519262,1,0,1,0.0,1,0,18,15,1,0,15,Hamburger SV,23,Germany - 1. Bundesliga
68,Clemens Fritz,1035,764.0,271,73.81642512077295,189,111,78,58.730158730158735,541,475,66,87.8003696857671,154,72,82,46.75324675324675,20.185696720683826,16,5,11,31.25,15,2,47,33,14,9,91,Werder Bremen,29,Germany - 1. Bundesliga
69,Daniel Baier,1511,1123.0,388,74.3216412971542,316,170,146,53.79746835443038,754,699,55,92.70557029177718,294,108,186,36.734693877551024,22.528017824196294,20,10,10,50.0,48,2,16,10,6,2,49,Augsburg,28,Germany - 1. Bundesliga
70,Daniel Brosinski,1362,933.0,429,68.5022026431718,207,97,110,46.85990338164252,513,445,68,86.74463937621833,288,108,180,37.5,22.01065471287436,55,17,38,30.909090909090907,20,2,28,18,15,7,33,FSV Mainz 05,30,Germany - 1. Bundesliga
71,Daniel Caligiuri,844,644.0,200,76.30331753554502,65,34,31,52.307692307692314,539,469,70,87.01298701298701,60,30,30,50.0,16.65518806376019,48,15,33,31.25,26,5,112,53,71,35,55,Wolfsburg,29,Germany - 1. Bundesliga
72,Daniel Didavi,1027,752.0,275,73.22297955209348,154,78,76,50.649350649350644,622,556,66,89.38906752411575,110,35,75,31.818181818181817,17.993341799898346,47,17,30,36.17021276595745,32,3,36,23,26,14,66,VfB Stuttgart,31,Germany - 1. Bundesliga
73,Daniel Ginczek,190,111.0,79,58.42105263157895,9,4,5,44.44444444444444,89,70,19,78.65168539325843,4,2,2,50.0,12.610432594038317,7,2,5,28.57142857142857,12,1,21,13,17,10,15,VfB Stuttgart,7,Germany - 1. Bundesliga
74,Daniel Schwaab,1187,904.0,283,76.15838247683236,214,109,105,50.93457943925234,545,509,36,93.39449541284404,168,59,109,35.11904761904761,21.717754872019615,9,4,5,44.44444444444444,5,1,18,16,4,3,20,VfB Stuttgart,29,Germany - 1. Bundesliga
75,Daniel Tawiah Opare,138,89.0,49,64.4927536231884,19,6,13,31.57894736842105,50,43,7,86.0,32,9,23,28.125,20.92191897992348,7,2,5,28.57142857142857,2,0,14,6,3,2,7,Augsburg,4,Germany - 1. Bundesliga
76,Danilo Teodoro Soares,36,20.0,16,55.55555555555556,7,1,6,14.285714285714285,8,6,2,75.0,4,1,3,25.0,18.61647337658,3,2,1,66.66666666666666,0,0,2,1,2,1,6,Ingolstadt,1,Germany - 1. Bundesliga
77,Danny Latza,1189,950.0,239,79.89907485281749,132,75,57,56.81818181818182,690,638,52,92.46376811594203,140,63,77,45.0,19.745216580768645,21,6,15,28.57142857142857,28,2,13,10,5,2,38,FSV Mainz 05,27,Germany - 1. Bundesliga
78,Danny Vieira da Costa,807,547.0,260,67.7819083023544,151,85,66,56.29139072847682,269,216,53,80.29739776951673,96,32,64,33.33333333333333,17.891622472200446,27,7,20,25.925925925925924,10,3,36,18,24,12,17,Ingolstadt,19,Germany - 1. Bundesliga
79,Dante Bonfim da Costa Santos,1678,1477.0,201,88.02145411203814,167,93,74,55.688622754491014,1098,1070,28,97.44990892531877,166,60,106,36.144578313253014,22.215838365909224,0,0,0,0.0,4,0,3,2,1,1,19,Wolfsburg,24,Germany - 1. Bundesliga
80,Dario Kresic,18,11.0,7,61.111111111111114,2,1,1,50.0,1,1,0,100.0,16,10,6,62.5,52.731817218399996,0,0,0,0.0,0,0,0,0,0,0,0,Bayer Leverkusen,1,Germany - 1. Bundesliga
81,Dario Lezcano,311,211.0,100,67.84565916398714,29,10,19,34.48275862068966,184,146,38,79.34782608695652,6,3,3,50.0,11.727538770573377,9,1,8,11.11111111111111,15,1,40,23,25,14,43,Ingolstadt,17,Germany - 1. Bundesliga
82,David Kinsombi,15,11.0,4,73.33333333333333,5,2,3,40.0,7,7,0,100.0,4,1,3,25.0,22.245152922864,0,0,0,0.0,0,0,0,0,0,0,0,Eintracht Frankfurt,1,Germany - 1. Bundesliga
83,David Olatukunbo Alaba,2536,2340.0,196,92.27129337539432,282,234,48,82.97872340425532,1912,1864,48,97.48953974895397,119,54,65,45.378151260504204,17.60081585112199,31,10,21,32.25806451612903,18,0,12,7,7,4,22,Bayern Munich,30,Germany - 1. Bundesliga
84,David Yelldell,20,6.0,14,30.0,4,1,3,25.0,1,1,0,100.0,17,3,14,17.647058823529413,56.106960333480004,0,0,0,0.0,0,0,0,0,0,0,0,Bayer Leverkusen,1,Germany - 1. Bundesliga
85,David Ángel Abraham,1104,892.0,212,80.79710144927536,107,47,60,43.925233644859816,595,577,18,96.97478991596638,152,60,92,39.473684210526315,21.98992594386,1,0,1,0.0,5,0,9,3,1,0,31,Eintracht Frankfurt,31,Germany - 1. Bundesliga
86,Dennis Aogo,1224,982.0,242,80.22875816993465,96,67,29,69.79166666666666,619,579,40,93.53796445880452,125,53,72,42.4,18.01323311426765,72,21,51,29.166666666666668,25,1,12,8,5,3,15,Schalke 04,23,Germany - 1. Bundesliga
87,Dennis Diekmeier,669,493.0,176,73.69207772795217,67,30,37,44.776119402985074,329,302,27,91.7933130699088,75,25,50,33.33333333333333,18.494536508827263,37,12,25,32.432432432432435,8,0,14,9,5,3,22,Hamburger SV,22,Germany - 1. Bundesliga
88,Devante James Parker,1,1.0,0,100.0,0,0,0,0.0,1,1,0,100.0,0,0,0,0.0,4.42705607856,0,0,0,0.0,0,0,0,0,0,0,0,FSV Mainz 05,1,Germany - 1. Bundesliga
89,Diego Orlando Benaglio,733,587.0,146,80.0818553888131,30,4,26,13.333333333333334,366,365,1,99.72677595628416,261,119,142,45.593869731800766,32.25667414181697,0,0,0,0.0,0,0,0,0,0,0,3,Wolfsburg,21,Germany - 1. Bundesliga
90,Dominik Kohr,1124,860.0,264,76.51245551601423,185,108,77,58.37837837837838,623,550,73,88.28250401284109,132,48,84,36.36363636363637,19.90195512143253,5,1,4,20.0,5,2,25,10,13,3,51,Augsburg,31,Germany - 1. Bundesliga
91,Dominik Maroh,1162,1019.0,143,87.69363166953529,55,28,27,50.90909090909091,696,679,17,97.5574712643678,99,46,53,46.464646464646464,21.400460712567572,0,0,0,0.0,0,0,1,0,0,0,16,FC Köln,25,Germany - 1. Bundesliga
92,Dominik Stroh-Engel,119,68.0,51,57.14285714285714,20,9,11,45.0,44,36,8,81.81818181818183,4,2,2,50.0,12.660878315181177,2,1,1,50.0,3,1,2,0,2,0,10,Darmstadt 98,15,Germany - 1. Bundesliga
93,Dominique Heintz,1484,1219.0,265,82.14285714285714,199,94,105,47.23618090452261,803,769,34,95.76587795765879,228,82,146,35.96491228070175,23.5648720097641,13,3,10,23.076923076923077,3,0,20,14,2,0,18,FC Köln,33,Germany - 1. Bundesliga
94,Dong-Won Ji,308,230.0,78,74.67532467532467,36,19,17,52.77777777777778,163,141,22,86.50306748466258,23,10,13,43.47826086956522,15.694933753019221,10,5,5,50.0,13,0,15,5,7,2,13,Augsburg,21,Germany - 1. Bundesliga
95,Douglas Costa de Souza,1118,812.0,306,72.62969588550983,84,53,31,63.095238095238095,740,619,121,83.64864864864865,133,48,85,36.09022556390977,17.536029855398212,114,36,78,31.57894736842105,36,9,116,59,69,37,26,Bayern Munich,27,Germany - 1. Bundesliga
96,Dušan Švento,62,35.0,27,56.451612903225815,9,5,4,55.55555555555556,30,24,6,80.0,12,2,10,16.666666666666664,18.649635259587097,8,1,7,12.5,1,0,4,3,3,2,1,FC Köln,7,Germany - 1. Bundesliga
97,Edgar Prib,630,425.0,205,67.46031746031747,82,49,33,59.756097560975604,303,269,34,88.77887788778878,120,39,81,32.5,18.83592681938057,36,10,26,27.77777777777778,16,2,39,16,18,8,28,Hannover 96,20,Germany - 1. Bundesliga
98,Eduardo Jesús Vargas Rojas,557,407.0,150,73.07001795332137,82,43,39,52.4390243902439,348,295,53,84.77011494252874,34,17,17,50.0,15.287740497322254,13,4,9,30.76923076923077,24,3,58,39,27,19,23,Hoffenheim,24,Germany - 1. Bundesliga
99,Elias Kachunga,75,48.0,27,64.0,9,2,7,22.22222222222222,44,35,9,79.54545454545455,3,0,3,0.0,12.3126295658016,2,0,2,0.0,0,0,5,2,2,1,10,Ingolstadt,10,Germany - 1. Bundesliga
100,Emiliano Adrián Insúa Zapata,1678,1224.0,454,72.94398092967819,258,136,122,52.71317829457365,709,638,71,89.98589562764458,218,67,151,30.73394495412844,18.80342992601764,69,24,45,34.78260869565217,29,1,56,37,28,15,37,VfB Stuttgart,33,Germany - 1. Bundesliga
101,Emir Spahić,1290,999.0,291,77.44186046511628,188,81,107,43.08510638297872,637,606,31,95.13343799058084,229,83,146,36.24454148471616,23.26676906346257,5,2,3,40.0,2,0,9,8,1,0,10,Hamburger SV,26,Germany - 1. Bundesliga
102,Erik Durm,527,404.0,123,76.66034155597723,58,34,24,58.620689655172406,298,262,36,87.91946308724832,49,18,31,36.734693877551024,17.204706441521214,19,5,14,26.31578947368421,7,1,20,14,7,4,10,Borussia Dortmund,14,Germany - 1. Bundesliga
103,Ermin Bičakčić,760,631.0,129,83.02631578947368,82,39,43,47.5609756097561,462,449,13,97.18614718614718,85,30,55,35.294117647058826,20.573142739327988,1,0,1,0.0,2,0,4,2,1,1,21,Hoffenheim,21,Germany - 1. Bundesliga
104,Eugen Polanski,899,691.0,208,76.86318131256952,158,78,80,49.36708860759494,589,526,63,89.30390492359932,79,21,58,26.582278481012654,18.4693002950707,8,2,6,25.0,14,3,24,16,6,4,48,Hoffenheim,27,Germany - 1. Bundesliga
105,Fabian Frei,441,336.0,105,76.19047619047619,55,28,27,50.90909090909091,236,221,15,93.64406779661016,45,20,25,44.44444444444444,19.358193790208983,8,4,4,50.0,7,2,6,3,3,2,4,FSV Mainz 05,17,Germany - 1. Bundesliga
106,Fabian Holland,451,281.0,170,62.3059866962306,120,52,68,43.333333333333336,110,95,15,86.36363636363636,97,31,66,31.958762886597935,21.757936545506873,12,2,10,16.666666666666664,5,0,5,4,2,1,25,Darmstadt 98,18,Germany - 1. Bundesliga
107,Fabian Johnson,917,706.0,211,76.99018538713194,68,34,34,50.0,641,558,83,87.05148205928236,34,15,19,44.11764705882353,13.831177161384078,20,7,13,35.0,26,3,37,17,19,8,26,Borussia Mönchengladbach,26,Germany - 1. Bundesliga
108,Fabian Lukas Schär,888,705.0,183,79.3918918918919,157,71,86,45.22292993630573,446,422,24,94.61883408071749,167,70,97,41.91616766467065,24.99270859129054,0,0,0,0.0,5,0,9,7,2,2,21,Hoffenheim,24,Germany - 1. Bundesliga
109,Fabian Lustenberger,1389,1221.0,168,87.90496760259178,100,51,49,51.0,852,816,36,95.77464788732394,115,58,57,50.43478260869565,21.542645521432743,0,0,0,0.0,8,0,5,4,1,1,51,Hertha Berlin,30,Germany - 1. Bundesliga
110,Fabian Reese,3,2.0,1,66.66666666666666,0,0,0,0.0,1,1,0,100.0,0,0,0,0.0,7.3267270788,0,0,0,0.0,1,0,0,0,0,0,0,Schalke 04,1,Germany - 1. Bundesliga
111,Federico Barba,75,60.0,15,80.0,9,4,5,44.44444444444444,42,39,3,92.85714285714286,7,4,3,57.14285714285714,18.8982095670816,0,0,0,0.0,0,0,0,0,0,0,2,VfB Stuttgart,2,Germany - 1. Bundesliga
112,Felipe Trevizan Martins,28,20.0,8,71.42857142857143,4,3,1,75.0,9,9,0,100.0,5,2,3,40.0,21.239602961400003,0,0,0,0.0,0,0,2,1,1,1,5,Hannover 96,8,Germany - 1. Bundesliga
113,Felix Klaus,208,148.0,60,71.15384615384616,10,4,6,40.0,115,95,20,82.6086956521739,12,7,5,58.333333333333336,14.037984704596154,3,2,1,66.66666666666666,5,0,23,10,16,9,29,Hannover 96,18,Germany - 1. Bundesliga
114,Felix Kroos,101,75.0,26,74.25742574257426,20,11,9,55.00000000000001,50,44,6,88.0,11,3,8,27.27272727272727,16.82731957841822,1,0,1,0.0,3,0,2,1,0,0,5,Werder Bremen,8,Germany - 1. Bundesliga
115,Felix Passlack,126,107.0,19,84.92063492063492,13,10,3,76.92307692307693,88,82,6,93.18181818181817,5,1,4,20.0,15.144467156485714,2,0,2,0.0,1,0,1,0,1,0,1,Borussia Dortmund,3,Germany - 1. Bundesliga
116,Felix Platte,49,24.0,25,48.97959183673469,11,5,6,45.45454545454545,15,11,4,73.33333333333333,7,1,6,14.285714285714285,16.750527586207347,2,0,2,0.0,2,0,4,2,2,1,4,Darmstadt 98,12,Germany - 1. Bundesliga
117,Felix Wiedwald,1033,633.0,400,61.27783155856727,131,42,89,32.06106870229007,245,242,3,98.77551020408163,700,312,388,44.57142857142857,44.36361885871202,0,0,0,0.0,0,0,1,1,0,0,8,Werder Bremen,34,Germany - 1. Bundesliga
118,Filip Kostić,1089,589.0,500,54.08631772268136,94,42,52,44.680851063829785,489,354,135,72.39263803680981,239,75,164,31.380753138075313,19.728742982897188,162,45,117,27.77777777777778,71,5,88,50,51,32,47,VfB Stuttgart,30,Germany - 1. Bundesliga
119,Filip Mladenović,383,277.0,106,72.32375979112271,29,15,14,51.724137931034484,178,155,23,87.07865168539325,63,26,37,41.269841269841265,19.57247564760188,28,10,18,35.714285714285715,11,2,15,5,6,4,7,FC Köln,14,Germany - 1. Bundesliga
120,Fin Bartels,663,487.0,176,73.45399698340876,69,44,25,63.76811594202898,406,338,68,83.2512315270936,45,16,29,35.55555555555556,15.95252649185267,30,9,21,30.0,21,1,78,39,44,23,36,Werder Bremen,30,Germany - 1. Bundesliga
121,Florian Grillitsch,913,670.0,243,73.38444687842278,120,66,54,55.00000000000001,485,425,60,87.62886597938144,119,48,71,40.33613445378151,19.07391917953262,16,6,10,37.5,19,2,27,12,13,3,43,Werder Bremen,25,Germany - 1. Bundesliga
122,Florian Jungwirth,492,298.0,194,60.56910569105691,75,38,37,50.66666666666667,132,108,24,81.81818181818183,76,23,53,30.263157894736842,20.145760248242926,15,6,9,40.0,5,0,3,1,2,1,22,Darmstadt 98,19,Germany - 1. Bundesliga
123,Florian Klein,670,481.0,189,71.7910447761194,94,56,38,59.57446808510638,269,241,28,89.59107806691449,68,17,51,25.0,16.92531596337958,29,13,16,44.827586206896555,12,1,12,9,10,7,17,VfB Stuttgart,22,Germany - 1. Bundesliga
124,Florian Kohls,3,2.0,1,66.66666666666666,0,0,0,0.0,2,2,0,100.0,0,0,0,0.0,13.0675087392,0,0,0,0.0,0,0,0,0,0,0,0,Hertha Berlin,1,Germany - 1. Bundesliga
125,Florian Niederlechner,37,20.0,17,54.054054054054056,5,1,4,20.0,22,16,6,72.72727272727273,2,0,2,0.0,14.624831556077837,0,0,0,0.0,0,0,2,0,2,0,4,FSV Mainz 05,12,Germany - 1. Bundesliga
126,Francisco José Rodriguez Araya,19,16.0,3,84.21052631578947,4,3,1,75.0,12,11,1,91.66666666666666,3,2,1,66.66666666666666,21.31419832976842,0,0,0,0.0,1,0,0,0,0,0,0,Wolfsburg,1,Germany - 1. Bundesliga
127,Franck Bilal Ribéry,558,431.0,127,77.24014336917563,55,37,18,67.27272727272727,396,347,49,87.62626262626263,59,25,34,42.3728813559322,16.299209990025805,37,11,26,29.72972972972973,23,3,61,29,39,19,17,Bayern Munich,13,Germany - 1. Bundesliga
128,Franco Matías Di Santo,299,185.0,114,61.87290969899666,37,17,20,45.94594594594595,128,97,31,75.78125,25,13,12,52.0,14.056793939699396,16,10,6,62.5,16,1,17,8,7,3,16,Schalke 04,25,Germany - 1. Bundesliga
129,Frederik Hillesborg Sørensen,905,685.0,220,75.69060773480662,142,61,81,42.95774647887324,399,375,24,93.98496240601504,190,73,117,38.421052631578945,24.892150059394208,3,1,2,33.33333333333333,1,2,8,5,1,0,18,FC Köln,22,Germany - 1. Bundesliga
130,Fynn Arkenberg,59,36.0,23,61.016949152542374,12,4,8,33.33333333333333,19,17,2,89.47368421052632,10,3,7,30.0,18.995551547271866,2,1,1,50.0,0,0,3,2,2,2,3,Hannover 96,2,Germany - 1. Bundesliga
131,Gaëtan Bussmann,613,403.0,210,65.74225122349104,103,47,56,45.63106796116505,199,172,27,86.4321608040201,88,23,65,26.136363636363637,18.927795535231713,19,4,15,21.052631578947366,10,0,5,4,3,2,10,FSV Mainz 05,13,Germany - 1. Bundesliga
132,Genki Haraguchi,778,558.0,220,71.72236503856041,70,39,31,55.714285714285715,482,397,85,82.36514522821577,39,18,21,46.15384615384615,14.867374266777377,57,21,36,36.84210526315789,23,3,90,54,47,29,42,Hertha Berlin,32,Germany - 1. Bundesliga
133,Georg Niedermeier,638,524.0,114,82.13166144200626,50,22,28,44.0,350,337,13,96.28571428571429,71,26,45,36.61971830985916,22.020493236597368,0,0,0,0.0,3,1,0,0,0,0,8,VfB Stuttgart,18,Germany - 1. Bundesliga
134,Gian-Luca Waldschmidt,72,53.0,19,73.61111111111111,6,4,2,66.66666666666666,52,40,12,76.92307692307693,5,1,4,20.0,13.055440881700001,5,3,2,60.0,7,1,11,4,10,3,6,Eintracht Frankfurt,12,Germany - 1. Bundesliga
135,Gideon Jung,455,350.0,105,76.92307692307693,63,33,30,52.38095238095239,270,236,34,87.4074074074074,44,19,25,43.18181818181818,17.551837780832493,0,0,0,0.0,3,0,16,9,5,2,26,Hamburger SV,18,Germany - 1. Bundesliga
136,Giulio Donati,1043,720.0,323,69.03163950143816,186,108,78,58.06451612903226,391,326,65,83.37595907928389,153,53,100,34.64052287581699,19.656717201278543,31,6,25,19.35483870967742,8,1,27,13,13,6,52,FSV Mainz 05,23,Germany - 1. Bundesliga
137,Gojko Kačar,529,412.0,117,77.882797731569,70,29,41,41.42857142857143,303,273,30,90.0990099009901,41,13,28,31.70731707317073,18.343152981807652,1,1,0,100.0,1,0,5,4,1,0,14,Hamburger SV,19,Germany - 1. Bundesliga
138,Gonzalo Alejandro Jara Reyes,229,178.0,51,77.72925764192141,30,21,9,70.0,112,105,7,93.75,39,17,22,43.58974358974359,21.236098504433187,2,0,2,0.0,3,0,4,2,0,0,4,FSV Mainz 05,6,Germany - 1. Bundesliga
139,Gonzalo Castro Randon,1016,833.0,183,81.98818897637796,108,65,43,60.18518518518518,758,680,78,89.70976253298153,55,24,31,43.63636363636363,16.060664266739998,13,0,13,0.0,22,7,35,16,19,10,23,Borussia Dortmund,25,Germany - 1. Bundesliga
140,Gotoku Sakai,1031,761.0,270,73.81183317167799,111,61,50,54.95495495495496,472,423,49,89.61864406779661,130,50,80,38.46153846153847,17.84463113927907,30,8,22,26.666666666666668,13,1,24,16,7,5,13,Hamburger SV,22,Germany - 1. Bundesliga
